geneid,log2FoldChange,pvalue,padj
Os01g0566800,2.861266743,0.000446877,0.004340537
Os05g0219800,2.861169055,0.002690337,0.01846462
Os12g0427600,2.859423016,0.06545936,0.202985016
Os11g0108700,2.859236688,0.246779259,0.478235135
Os06g0550901,2.858458402,0.067153035,0.206636511
Os04g0203400,2.855357009,0.01011855,0.052250624
Os02g0785200,2.846996692,0.001181062,0.009541462
Os01g0117450,2.839935437,2.29E-06,4.93E-05
Os06g0187500,2.838189197,0.035192096,0.131274869
Os12g0167700,2.82996623,0.002213199,0.015840446
Os06g0325602,2.82740883,0.102682604,0.274892128
Os03g0212600,2.825445236,0.01257205,0.061172358
Os02g0196100,2.825271176,0.016773287,0.075719159
Os10g0530200,2.823696835,0.010617757,0.054119511
Os03g0193600,2.821178101,0.053483374,0.176666818
Os04g0463000,2.818705048,8.15E-09,3.57E-07
Os12g0233366,2.818640269,0.089744915,0.251920898
Os01g0696500,2.816750096,0.002399339,0.016853906
Os12g0634600,2.814657749,0.014563306,0.068193639
Os11g0541600,2.81073307,0.04390834,0.153194908
Os02g0640300,2.799774075,4.27E-09,2.04E-07
Os01g0788800,2.797415971,1.64E-05,0.000272949
Os10g0196400,2.793638959,0.084394866,0.242291277
Os07g0691700,2.793350985,0.014162816,0.066818972
Os02g0784100,2.783513075,0.008827632,0.047123005
Os01g0139000,2.782791135,0.181699681,0.396140113
Os03g0129400,2.781504598,0.220309495,0.445407228
Os10g0105750,2.781504177,0.220255509,0.445407228
Os04g0670900,2.780489745,0.002342624,0.01656778
Os05g0464550,2.779356762,0.267118616,0.501691259
Os04g0196200,2.778521586,0.000803313,0.00702981
Os11g0221300,2.777111725,7.50E-06,0.000138331
Os01g0931200,2.768734319,0.003804579,0.024469059
Os03g0687800,2.767740312,0.171267898,0.381168883
Os05g0224700,2.767739954,0.171970973,0.382169319
Os04g0578300,2.767288656,0.000150386,0.001760325
Os01g0581800,2.764954579,0.182589701,0.397306521
Os02g0164400,2.763854336,0.175860784,0.387386595
Os04g0341900,2.763854336,0.175860784,0.387386595
Os03g0680600,2.763090296,0.217721779,0.442128866
ENSRNA049473887,2.759080477,0.216745046,0.44094151
Os02g0152300,2.755662122,0.219454714,0.444161781
Os12g0141000,2.755662122,0.219454714,0.444161781
Os09g0272600,2.754173724,8.20E-11,5.87E-09
Os02g0174900,2.753568451,0.096412243,0.263787604
Os12g0577200,2.750746075,0.050569581,0.16985996
Os07g0654500,2.750679819,0.098620862,0.267544981
Os01g0134850,2.743876157,0.095113866,0.261130029
Os12g0154700,2.74378619,0.124816371,0.312443324
Os07g0117800,2.738723489,0.086074242,0.245244112
Os11g0210600,2.738257237,4.71E-17,1.21E-14
Os01g0215500,2.737812686,0.003315049,0.021841474
Os03g0403600,2.737450323,0.096989736,0.264802131
Os08g0161100,2.736880385,0.098821314,0.267861899
Os03g0226901,2.734731709,0.099686668,0.269324281
Os02g0570500,2.731135338,0.016940653,0.076286529
Os07g0241700,2.725180077,0.036630478,0.134873219
Os10g0490666,2.722033963,0.132145579,0.324244473
Os08g0441300,2.719519098,0.094733174,0.260575266
Os07g0282401,2.715023233,0.003571409,0.023255455
Os07g0677200,2.708964534,0.01363247,0.065066258
Os04g0494100,2.708747802,1.01E-14,1.57E-12
Os07g0174700,2.708710311,2.28E-19,9.72E-17
Os03g0582400,2.690402202,0.044639305,0.155211802
Os02g0113900,2.690019727,0.042335358,0.149128248
Os06g0193200,2.68977364,0.019279863,0.08404354
Os07g0448400,2.687362167,0.041729537,0.147807014
Os08g0216300,2.686963952,0.013580177,0.064882503
Os02g0218550,2.686247693,0.037317559,0.136534311
Os01g0311600,2.681133323,0.012111596,0.059462621
Os04g0128900,2.680569458,0.000351756,0.003583543
Os04g0465600,2.679815819,3.57E-27,4.84E-24
Os01g0509400,2.678950086,0.032150556,0.122862595
Os11g0160850,2.678815395,0.111424639,0.289428783
Os05g0319200,2.676290035,1.38E-06,3.19E-05
Os10g0463200,2.674565234,7.47E-05,0.000979286
Os03g0726700,2.670374083,0.111431719,0.289428783
Os05g0518300,2.667952875,0.00235381,0.01662982
Os02g0729200,2.664639641,0.106213681,0.281060946
Os05g0153300,2.664097689,0.058424899,0.187997136
Os04g0101400,2.656973747,0.000189038,0.002141349
Os07g0616200,2.656409553,1.37E-17,3.79E-15
Os07g0664000,2.65342527,0.000118479,0.00143672
Os03g0371400,2.650897421,4.82E-10,2.84E-08
Os02g0193732,2.645319833,0.249321622,0.481196739
Os04g0680550,2.644095848,0.253879315,0.487074783
Os08g0410350,2.638852073,0.207186743,0.428885597
Os03g0670800,2.635873297,0.216407935,0.44080316
Os09g0551500,2.632158856,0.205560123,0.426967173
Os10g0139700,2.63177262,0.025133646,0.102741478
Os07g0663700,2.626868794,4.09E-05,0.000592876
Os08g0215400,2.625413888,0.217148328,0.441566005
Os07g0431160,2.624834299,0.217283624,0.441686498
Os09g0448500,2.622630859,0.065423663,0.202898876
Os08g0458600,2.621616484,0.002594317,0.017941747
Os07g0565800,2.620952105,0.031735499,0.121666476
Os04g0481550,2.619274057,0.220331395,0.445407228
Os08g0553000,2.619274057,0.220331395,0.445407228
Os02g0464900,2.619273517,0.220389029,0.44545461
Os03g0369100,2.618489618,0.000272488,0.002904313
Os02g0603000,2.617428098,0.088158315,0.248764922
Os01g0753800,2.615956377,0.003770845,0.024294783
Os12g0555600,2.615875672,3.81E-07,1.07E-05
Os04g0433000,2.615165911,0.254801228,0.488059496
Os08g0232700,2.614559284,0.256184058,0.489548244
Os01g0759900,2.612392694,0.226121804,0.453358293
Os03g0418000,2.611241814,0.143806462,0.341497032
Os12g0596300,2.608338586,6.40E-05,0.000868311
Os11g0238000,2.607885632,0.235958259,0.466077588
Os01g0800101,2.606709142,0.132783299,0.324988678
Os07g0417200,2.604719113,1.55E-07,4.83E-06
Os02g0792600,2.604483949,0.000331747,0.003406956
Os02g0738100,2.604222161,0.06463232,0.20122405
Os09g0116000,2.603077968,0.129861447,0.320593493
Os06g0142350,2.602616606,0.000157887,0.001836379
Os01g0137500,2.601573032,0.272451473,0.507969446
Os02g0733300,2.600439119,0.035591706,0.132188184
Os01g0869300,2.597525537,0.028830101,0.113700735
Os08g0136700,2.596403069,0.313272005,0.553851418
Os07g0259000,2.596388457,0.314273444,0.554856229
Os03g0736500,2.594742308,0.027009328,0.10833751
Os04g0677600,2.594738075,0.02253017,0.094855497
Os01g0106400,2.593648859,1.92E-14,2.81E-12
Os09g0535400,2.591635292,0.090975277,0.254094127
Os01g0168800,2.588737928,2.30E-22,1.64E-19
Os09g0511900,2.588062978,0.054018933,0.177771271
Os03g0810700,2.587679021,0.004171673,0.026301862
Os11g0156300,2.586355674,0.113348142,0.292715121
Os01g0201500,2.58627759,0.00170747,0.012852678
Os10g0530750,2.582321537,0.001321041,0.010460147
Os03g0317300,2.575303641,0.014962834,0.069581253
Os11g0569300,2.572766323,0.185880077,0.401721088
Os05g0150733,2.564225657,0.038050303,0.138390763
Os10g0124500,2.564196226,0.007954961,0.043599995
Os09g0100750,2.560417584,0.12511081,0.313058036
Os02g0826300,2.55401795,0.032856261,0.124777311
Os10g0147250,2.553627034,0.005676432,0.033649622
Os01g0726100,2.553561849,0.006528536,0.037614044
Os03g0113000,2.552302304,7.75E-09,3.43E-07
Os11g0134600,2.54755871,0.062869833,0.197295007
Os12g0263100,2.545094801,0.063201878,0.198021732
Os05g0484700,2.544995839,0.041257535,0.146682644
Os06g0513050,2.540462274,3.87E-16,8.61E-14
Os02g0765400,2.531289005,0.131290388,0.32278388
Os08g0260400,2.52927753,0.008156609,0.044307141
Os12g0553800,2.528828348,0.107647231,0.28321645
Os04g0657100,2.528214049,0.015249978,0.07059624
Os07g0421300,2.5250112,3.95E-05,0.000577651
Os05g0517400,2.517671676,0.000620072,0.005697782
Os02g0471300,2.513024898,0.02625928,0.106076229
Os05g0531200,2.511511808,0.001757378,0.013139569
Os02g0666600,2.509914002,0.12439083,0.311804563
Os08g0157550,2.509747592,0.000363526,0.003684587
Os01g0843500,2.509320763,0.05392513,0.177553792
Os08g0299300,2.507488015,0.038378561,0.13913043
Os08g0390100,2.501459582,0.002193005,0.015722264
Os03g0778400,2.499878793,0.150233056,0.351449064
Os07g0558300,2.498354118,0.038122595,0.138516059
Os05g0468400,2.497525932,0.137953001,0.332590303
Os02g0782800,2.494688576,6.95E-05,0.000924405
Os06g0643500,2.483053936,1.31E-05,0.000224527
Os04g0394200,2.482398484,0.136337084,0.330353242
Os02g0642200,2.481973806,0.00057813,0.005396509
Os08g0113100,2.481182283,4.13E-15,7.10E-13
Os05g0588300,2.480207896,0.000382132,0.003832243
Os12g0637200,2.477906782,0.000816011,0.007116631
Os06g0248300,2.476575174,0.144931029,0.343030273
Os07g0632000,2.466567788,0.045499797,0.157206216
Os04g0613700,2.464565217,7.52E-22,4.70E-19
Os08g0546900,2.462012728,0.161354629,0.367510637
Os12g0225900,2.459385921,1.73E-05,0.000287778
Os05g0235800,2.457476683,1.07E-06,2.57E-05
Os04g0229100,2.456314127,0.003939408,0.025171936
Os10g0498100,2.452586659,0.086591758,0.24619847
Os02g0288600,2.450755786,0.089710605,0.251879776
Os11g0644100,2.449614849,0.010367078,0.053276303
Os05g0390300,2.447964106,3.52E-25,3.34E-22
Os10g0510000,2.447661376,1.81E-17,4.88E-15
Os03g0780800,2.443137693,8.86E-21,4.73E-18
Os03g0204500,2.438947532,0.014318134,0.067378061
Os01g0872100,2.438223258,0.177139897,0.389391914
Os03g0356900,2.435244442,0.040467704,0.144677547
Os11g0523500,2.434006773,0.107696391,0.283307079
Os05g0442700,2.432176798,0.162261237,0.368615984
Os03g0672500,2.431940103,0.00972958,0.050743136
Os10g0101000,2.431865827,0.182612453,0.397306521
Os01g0382200,2.430751128,0.001171553,0.009487578
Os02g0816200,2.430189704,0.017412821,0.077878986
Os01g0660200,2.429101584,0.000188195,0.002134622
Os01g0176100,2.428345534,0.000759354,0.006709286
Os10g0113100,2.428208471,0.028936679,0.113963193
Os05g0548400,2.423598392,0.008527638,0.04582711
Os06g0108500,2.418013964,0.023341968,0.097288425
Os05g0476200,2.416164549,1.51E-06,3.43E-05
Os01g0702450,2.415794405,6.76E-05,0.00090729
Os06g0131700,2.412648412,0.012176625,0.059736105
Os11g0649600,2.412301501,0.059672246,0.190503608
Os02g0785600,2.409213583,0.024904802,0.102052734
Os04g0467901,2.406541472,0.026868438,0.107891093
Os05g0313600,2.405645575,0.096891625,0.264680211
Os09g0364800,2.40475542,2.11E-05,0.000339928
Os01g0712500,2.403257745,0.175136387,0.386455361
Os02g0570700,2.397725794,0.000172357,0.001976861
Os01g0234300,2.397404296,0.083843936,0.241196044
Os03g0434800,2.39494892,0.010778877,0.054723035
Os07g0604700,2.394540515,8.67E-05,0.001107066
Os11g0599000,2.393771774,7.69E-05,0.001001807
Os02g0117600,2.392636433,0.023655832,0.09822288
Os08g0524400,2.392141193,4.27E-11,3.25E-09
Os12g0115700,2.391489588,0.003170541,0.02110098
Os12g0601000,2.390750593,0.00080635,0.007053982
Os04g0348600,2.389573503,0.0002364,0.00257486
Os10g0481300,2.389142979,0.007260687,0.040771548
Os01g0971400,2.388342681,0.002137072,0.015421181
Os11g0137500,2.386174512,0.166887562,0.374674495
Os01g0697100,2.380268776,0.000577707,0.005394532
Os02g0190950,2.378938998,0.053274077,0.176244574
Os10g0569800,2.376129745,0.002647563,0.018216569
Os07g0681400,2.375084669,6.21E-07,1.61E-05
Os11g0666000,2.374974653,0.045781363,0.158115093
Os06g0562200,2.374697804,0.005110457,0.030919772
Os07g0690900,2.371135598,0.117280209,0.299458974
Os06g0671800,2.370461613,0.000246525,0.002670909
Os01g0551100,2.370410308,2.36E-09,1.20E-07
Os01g0378100,2.367257505,6.56E-07,1.68E-05
Os01g0701700,2.366198889,0.111202183,0.289168197
Os04g0370100,2.363573427,2.13E-06,4.62E-05
Os03g0256800,2.362201944,2.09E-10,1.33E-08
Os01g0249200,2.359592472,1.65E-21,9.62E-19
Os10g0497466,2.359025836,0.071422883,0.215631969
Os04g0468600,2.357332826,0.126387784,0.315206755
Os03g0391300,2.355183439,0.255548514,0.488796625
Os01g0965800,2.354659665,3.26E-05,0.000489143
Os06g0286700,2.353224413,0.00734179,0.041127831
Os07g0503900,2.350409341,0.000252873,0.002728151
Os03g0287500,2.347632009,0.013688622,0.065209934
Os06g0701900,2.344861606,0.192773558,0.410385702
Os05g0231900,2.34467902,0.001396244,0.010907307
Os03g0165400,2.343163822,2.28E-17,6.02E-15
Os12g0512000,2.341693653,0.029759723,0.116344803
Os10g0163130,2.340647877,8.98E-08,3.00E-06
Os11g0491850,2.339716013,0.190343993,0.407314526
Os01g0855400,2.338569606,4.36E-06,8.70E-05
Os02g0636600,2.337563745,2.47E-08,9.45E-07
Os06g0211600,2.335114932,0.188701838,0.405297986
Os07g0491800,2.334177509,0.002026535,0.014764261
Os01g0546400,2.334021333,0.000894176,0.007665264
Os05g0465400,2.33372077,0.244472274,0.475567818
Os02g0833900,2.333250184,0.075988578,0.224894086
Os04g0396800,2.326928805,0.001461858,0.011306445
Os08g0435700,2.325090775,0.180901796,0.395094333
Os08g0512600,2.322828811,2.43E-05,0.000381321
Os01g0937900,2.322787749,0.07042996,0.213536706
Os05g0548900,2.321639641,0.000644155,0.005871639
Os02g0229400,2.321535633,0.239368281,0.469735273
Os04g0626300,2.32101924,0.181706496,0.396140113
Os03g0367150,2.319532468,8.33E-11,5.95E-09
Os11g0440200,2.318553109,0.015530136,0.071634326
Os10g0395000,2.317130117,0.000684387,0.006174663
Os03g0389000,2.315714511,0.128336663,0.318362891
Os07g0542400,2.315329126,0.030959023,0.119575376
Os11g0494100,2.311876077,0.059872023,0.190879787
Os11g0687100,2.311633905,0.043396462,0.151863908
Os04g0380800,2.309836447,7.15E-11,5.20E-09
Os04g0289800,2.307445677,0.026058,0.105597432
Os10g0556500,2.307348268,0.048496986,0.164831963
Os09g0530200,2.305289661,0.144649506,0.342736665
Os02g0772000,2.303581162,6.66E-06,0.000124686
Os02g0615500,2.303069447,0.104244424,0.277685299
Os03g0582800,2.301245864,0.040687953,0.145242047
Os07g0489800,2.300611712,0.002354642,0.01662982
Os07g0556500,2.299931018,0.034689222,0.129909667
Os02g0797400,2.299868544,7.42E-07,1.85E-05
Os03g0788700,2.298342431,3.09E-05,0.000468902
Os07g0271500,2.296762199,0.12279648,0.309290693
Os02g0787200,2.295573459,0.166695898,0.374371452
Os06g0589300,2.294927613,0.033464939,0.126470817
Os05g0424000,2.293062315,0.210577168,0.432687952
Os03g0712100,2.292178059,0.128852559,0.31907017
Os01g0895000,2.290447033,0.098396883,0.26719196
Os12g0632900,2.288310445,9.43E-05,0.001182942
Os01g0136600,2.286500137,0.236874186,0.467130553
Os10g0457400,2.28452478,0.032832867,0.124762947
Os10g0340450,2.281914943,0.000161333,0.001867982
Os11g0560366,2.278952779,0.248672726,0.480487238
Os12g0629600,2.278478389,0.001176208,0.00951325
Os01g0566500,2.277978206,7.34E-06,0.000136003
Os06g0553200,2.271762759,2.24E-19,9.72E-17
Os01g0892500,2.265561279,0.024323084,0.1002131
Os02g0597700,2.264226663,0.059905714,0.190915935
Os07g0117200,2.261153832,0.040984927,0.145997052
Os02g0285300,2.26002873,1.05E-17,2.98E-15
Os01g0735300,2.25729932,0.053799945,0.177369531
Os08g0561500,2.25600287,0.001498254,0.011542321
Os03g0859100,2.250163222,0.000610184,0.005638204
Os05g0560900,2.249607047,0.263968121,0.498023353
Os09g0441900,2.249050625,0.092580457,0.256850224
Os11g0242600,2.243899211,3.36E-09,1.65E-07
Os06g0160200,2.243124784,2.49E-09,1.26E-07
Os01g0133200,2.243124421,0.144545226,0.342552934
Os12g0133850,2.242865381,0.216385638,0.44080316
Os07g0194351,2.241589622,0.216907811,0.441237603
Os01g0341200,2.241224944,0.084580907,0.242609676
Os08g0126100,2.239787839,0.197788919,0.416959681
Os04g0685400,2.239110404,1.17E-15,2.33E-13
Os02g0623400,2.237610503,0.14167035,0.338179558
Os05g0493100,2.236604312,0.138721043,0.333970617
Os02g0789100,2.235942072,0.143594229,0.341142749
Os01g0825000,2.235802435,0.016366497,0.074486456
Os08g0511400,2.235193987,0.003105302,0.020758454
Os11g0127600,2.234793951,0.056906475,0.184586714
Os01g0596100,2.234685201,0.109802589,0.286767071
Os01g0311100,2.233717913,0.061409475,0.193795071
Os05g0376800,2.233277137,0.137767385,0.332273781
Os06g0666800,2.232536337,0.211719442,0.434442802
Os01g0583900,2.23130431,0.004023344,0.025593962
Os03g0637600,2.228769755,1.46E-13,1.79E-11
Os07g0116900,2.228163993,0.071554203,0.215939344
Os03g0396000,2.225873279,0.195869574,0.414534243
Os09g0449000,2.225781154,0.108151009,0.284069508
Os03g0135550,2.225724467,0.217435637,0.441855288
Os01g0863500,2.225631361,0.25323223,0.486508918
Os06g0159450,2.224918192,0.009586473,0.050247021
Os01g0756200,2.223628293,0.087490051,0.247800464
Os04g0631200,2.223627362,2.03E-06,4.43E-05
Os01g0783800,2.22201248,0.051386759,0.171853203
Os08g0544101,2.219808855,0.079789048,0.232904394
Os03g0856300,2.219592239,1.48E-10,9.78E-09
Os09g0469300,2.218537664,5.71E-07,1.50E-05
Os11g0126400,2.218187304,4.65E-06,9.18E-05
Os08g0139200,2.217704783,1.09E-07,3.56E-06
Os07g0534700,2.213760111,0.013113807,0.063128376
Os04g0497300,2.213320425,9.65E-08,3.19E-06
Os12g0145900,2.213090554,0.052382952,0.174290141
Os01g0608900,2.210886876,0.088757649,0.25002608
Os06g0217700,2.209828525,0.0112551,0.056491565
Os10g0150700,2.205319481,0.000821384,0.007154122
Os08g0416800,2.200784661,6.73E-07,1.71E-05
Os02g0134700,2.200607076,0.005535597,0.033039505
Os02g0665250,2.199299936,0.059844024,0.190814263
Os12g0209300,2.19820781,0.010972268,0.055452152
Os06g0638400,2.198067442,0.026839504,0.107836245
Os04g0382900,2.194305601,0.007735678,0.042782492
Os04g0273900,2.193773103,0.037783776,0.137577617
Os10g0147200,2.192832284,0.066041852,0.203952076
Os07g0154900,2.192220386,0.04302453,0.150912737
Os12g0120000,2.19158229,0.275598383,0.511318376
Os03g0189300,2.191103526,0.022727977,0.095499992
Os04g0512300,2.189822433,1.32E-09,7.23E-08
Os01g0333600,2.189239338,0.000210457,0.002340509
Os05g0406100,2.188427326,0.00047371,0.004561399
Os09g0465400,2.185882051,0.000752633,0.006663686
Os05g0491400,2.184701924,0.039630215,0.142598652
Os05g0559350,2.177392125,0.092096235,0.255997161
Os01g0710100,2.177264107,0.17453876,0.385668044
Os04g0582700,2.176857676,0.001959139,0.014350777
Os01g0332500,2.175673472,0.006282173,0.036481576
Os10g0375000,2.17321713,0.068719941,0.210070515
Os01g0966700,2.172639248,0.033361873,0.126211615
Os09g0561600,2.172407374,0.280896931,0.517476681
Os05g0339300,2.170256787,0.015898752,0.072799165
Os01g0972300,2.169838588,0.158447896,0.363302947
Os04g0518800,2.169263068,0.019779701,0.085657869
Os06g0543200,2.167804193,0.059926914,0.190935999
Os09g0326100,2.166047382,2.47E-09,1.25E-07
Os03g0367101,2.165336184,7.87E-10,4.47E-08
Os02g0459300,2.16527764,0.223514327,0.449466928
gene-orf153,2.165198391,0.292373044,0.531197228
Os09g0278300,2.1646873,0.146702932,0.34603085
Os02g0658600,2.164586654,0.067692247,0.207764673
Os04g0554200,2.163706762,0.069035819,0.210784651
Os01g0272700,2.16206318,0.303679532,0.543831259
Os08g0473900,2.161216249,0.057787724,0.186438222
Os03g0211500,2.16025421,0.076499942,0.225990997
Os04g0110200,2.15936848,2.36E-06,5.06E-05
Os04g0500900,2.158081209,0.149444918,0.350212834
Os09g0283600,2.158020888,0.004179666,0.0263393
Os08g0239000,2.1558856,0.089569584,0.251676877
Os08g0528100,2.155220404,0.191453358,0.408630521
Os09g0459200,2.152042702,0.174841936,0.38603834
Os09g0530275,2.147999056,0.293110287,0.53189553
Os04g0655700,2.146361564,9.18E-11,6.42E-09
Os01g0547600,2.14563598,8.78E-07,2.16E-05
Os11g0575900,2.14459901,0.0001271,0.001525382
Os03g0725200,2.141793878,1.80E-06,4.02E-05
Os10g0143800,2.139239649,0.258828741,0.492460744
Os09g0515550,2.138290919,0.022447075,0.094661192
Os01g0702700,2.138186765,0.039934424,0.143351041
Os05g0207500,2.137500635,0.000122,0.00147453
Os03g0768900,2.132864396,0.008131853,0.044226657
Os03g0246500,2.131944942,1.19E-26,1.45E-23
Os02g0165800,2.131179703,0.061066782,0.193103067
Os02g0131800,2.131054317,0.038546226,0.139540822
Os03g0767600,2.13070624,0.007653238,0.042372282
Os09g0459450,2.130097392,0.002814297,0.019131547
Os07g0604800,2.129166083,4.80E-15,8.09E-13
Os02g0750800,2.12687014,0.24547034,0.47656361
Os08g0269600,2.126390817,0.000298979,0.003123012
Os11g0169400,2.126353857,0.249839228,0.481796533
Os03g0232800,2.123005465,3.49E-13,4.01E-11
Os03g0689866,2.120887748,0.009606276,0.050274828
Os03g0654900,2.119504034,0.041918757,0.148264517
Os06g0569300,2.119206695,0.262646877,0.496554336
Os06g0266800,2.118654196,7.58E-09,3.36E-07
Os02g0571100,2.117659122,5.63E-24,4.81E-21
Os04g0581700,2.117048541,0.007379715,0.041295137
Os09g0487200,2.115697908,6.75E-10,3.89E-08
Os03g0578500,2.114713312,0.012903139,0.062357062
Os07g0241500,2.113182934,0.00011997,0.001452055
Os06g0659400,2.112825208,0.25845397,0.49207654
Os04g0280200,2.111653313,0.226773589,0.454167553
Os11g0671950,2.11157062,0.116219199,0.297563715
Os07g0650600,2.110617387,8.66E-10,4.86E-08
Os06g0211500,2.109300498,0.105937888,0.280475977
Os03g0772900,2.105490514,0.006822121,0.038975073
Os12g0135000,2.102937991,0.050898264,0.170680045
Os01g0329000,2.102231196,0.168974446,0.377935775
Os01g0633500,2.099795311,2.64E-05,0.000409337
Os09g0483100,2.095645803,0.181364661,0.395734201
Os06g0514100,2.093974448,0.015045347,0.069890934
Os01g0938400,2.093078541,0.25428201,0.487429337
Os02g0569000,2.092642718,0.000104499,0.001291025
Os07g0437000,2.092105026,0.304763281,0.544975194
Os03g0324600,2.091432596,0.130396183,0.321263596
Os01g0617900,2.089756803,0.204632222,0.425695496
Os10g0544200,2.085487696,5.37E-05,0.000753262
Os05g0586400,2.085432259,4.14E-07,1.14E-05
Os02g0821400,2.085163622,0.002834986,0.019252807
Os04g0662200,2.084395516,0.253638293,0.486923952
Os03g0807700,2.081632943,6.18E-06,0.000116782
Os07g0634900,2.07910162,0.012469875,0.060815404
Os03g0103300,2.07904374,1.41E-18,5.03E-16
Os05g0141300,2.076632252,0.306366059,0.546698281
Os02g0286500,2.075571273,0.010474338,0.053682891
Os06g0230000,2.074657581,0.307893861,0.548142329
Os09g0472900,2.074644327,0.000412747,0.004075458
Os02g0758800,2.074374081,9.53E-07,2.32E-05
Os07g0445800,2.074308594,0.175325005,0.38677164
Os07g0111400,2.071288081,0.001120756,0.009182319
Os06g0247900,2.066816535,0.000142819,0.001688715
Os09g0297300,2.06620849,0.093058966,0.257722642
Os01g0670100,2.065984539,2.03E-08,7.94E-07
Os06g0351500,2.065931745,0.003291119,0.021700551
Os10g0554800,2.065883271,8.55E-05,0.001094624
Os03g0401300,2.065439508,2.62E-13,3.11E-11
Os03g0355700,2.062801051,1.11E-06,2.64E-05
Os05g0217000,2.061341474,3.31E-18,1.03E-15
Os05g0178300,2.059904455,0.002244286,0.015995923
Os07g0492500,2.059400641,0.01336562,0.064000613
Os10g0345650,2.058723738,0.187798886,0.404401281
Os05g0319700,2.058133945,0.006132397,0.035784651
Os05g0359833,2.057405922,0.153802188,0.356607861
Os09g0488600,2.057382142,0.182146101,0.396729815
Os08g0249100,2.05619831,1.46E-10,9.67E-09
Os03g0367200,2.05466192,0.000235113,0.002563529
Os03g0807500,2.05439779,0.03113322,0.120021627
Os07g0282300,2.054075612,0.000135509,0.001615708
Os05g0219900,2.051014187,0.052535671,0.174715736
Os03g0672400,2.050570128,0.01098047,0.055482664
Os04g0681600,2.047727435,0.100552799,0.270807692
Os02g0107900,2.04185694,1.93E-05,0.000314616
Os03g0856700,2.041351013,5.72E-09,2.62E-07
Os03g0215700,2.040086085,9.94E-12,8.58E-10
Os06g0178500,2.038815945,0.046561388,0.160002934
Os02g0715300,2.037442726,3.08E-11,2.42E-09
Os02g0248200,2.031849579,0.060827814,0.192704139
ENSRNA050013663,2.029349469,0.328591067,0.569153581
Os07g0572100,2.027969403,0.003628905,0.023575919
Os06g0134200,2.027183252,0.295394452,0.535055284
