Geneid,log2FoldChange,pvalue,padj
Os02g0186200,-0.422227598,0.005838487,0.034406521
Os04g0116900,1.35828158,0.005826608,0.034359097
Os04g0350700,-0.825911268,0.005828265,0.034359097
Os04g0566400,0.358583248,0.005829099,0.034359097
Os08g0490000,-0.467848116,0.005828072,0.034359097
Os01g0560000,0.364847125,0.005817156,0.034320284
Os01g0731600,-1.806464865,0.005809946,0.03429038
Os12g0109200,0.848186948,0.005810749,0.03429038
Os01g0136300,1.560427548,0.005804859,0.034271409
Os05g0540200,-0.615940668,0.005794932,0.034220681
Os10g0346200,0.508182805,0.005786034,0.034176016
Os03g0574900,-0.693924787,0.005781494,0.034161411
Os04g0474900,0.768121329,0.005782228,0.034161411
Os06g0639100,-0.380011718,0.005776886,0.034145595
Os07g0551600,-1.571753575,0.005775066,0.034142714
Os07g0191200,0.523182154,0.005772453,0.03413514
Os03g0108600,-0.480614632,0.005766917,0.034110275
Os10g0537300,-0.383984924,0.005750967,0.034023788
Os02g0711300,-1.731629884,0.005741778,0.033982469
Os11g0638700,3.129433957,0.005742657,0.033982469
Os04g0530300,-0.476742691,0.005722843,0.033880867
Os02g0680500,1.495799017,0.005714373,0.033838546
Os09g0520800,1.084754011,0.005699398,0.03375767
Os04g0491700,-0.475914624,0.005695316,0.033741291
Os09g0367900,1.090205502,0.005683508,0.033679123
Os03g0194500,0.922304586,0.005677216,0.033649622
Os10g0147250,2.553627034,0.005676432,0.033649622
Os12g0572400,-0.5449876,0.005671136,0.033629143
Os10g0503500,0.376292754,0.005665063,0.033600907
Os03g0848200,-0.864305129,0.005652712,0.033541651
Os09g0436700,-0.438807342,0.005653764,0.033541651
Os02g0644900,-3.501213695,0.005649516,0.033531978
Os01g0819466,0.438391368,0.005647384,0.033527089
Os08g0191150,-0.351204529,0.005637943,0.033478796
Os10g0127900,-0.577219948,0.005636301,0.033478796
Os09g0486500,-0.469993971,0.005637348,0.033478796
Os02g0192700,0.927179656,0.005630719,0.033463495
Os12g0514300,-0.693370757,0.005631448,0.033463495
Os01g0819100,0.743980662,0.00562111,0.033422511
Os05g0588225,4.950772758,0.005621942,0.033422511
Os02g0614732,1.377037583,0.005614134,0.033391588
Os03g0411800,1.17429475,0.005608195,0.033364006
Os03g0764100,-0.649159894,0.005606983,0.033364006
Os04g0660500,0.455756448,0.005605435,0.033363079
Os01g0527400,-0.459911135,0.005596643,0.033318493
Os04g0405800,-0.404156219,0.005583335,0.033246988
Os06g0265100,-0.776015261,0.005571728,0.033185586
Os10g0207400,-0.708364955,0.005561715,0.03313365
Os07g0507200,1.162397262,0.005560207,0.03313237
Os07g0580500,1.159490959,0.005555708,0.03311326
Os11g0546500,0.692332303,0.005553352,0.03310692
Os06g0130000,-0.460331027,0.005548996,0.033088649
Os01g0300600,0.42652069,0.005545092,0.033073065
Os06g0496800,0.561523812,0.00554118,0.03305743
Os01g0548600,-0.72534461,0.005538691,0.033050276
Os02g0134700,2.200607076,0.005535597,0.033039505
Os01g0547133,1.381679433,0.005532036,0.033025946
Os01g0753500,0.495462755,0.005527027,0.033003733
Os03g0749500,-0.597656191,0.005509991,0.032909675
Os11g0141000,-0.476057989,0.005506354,0.032895618
Os05g0509500,-0.543467253,0.005499473,0.032862171
Os10g0148100,1.978906522,0.005493162,0.032832116
Os08g0171700,1.566426641,0.005466784,0.032682082
Os02g0739600,0.439254044,0.005442206,0.032542744
Os12g0615500,0.459085348,0.00543525,0.032508735
Os09g0452200,1.501568556,0.005434014,0.032508735
Os08g0387200,-0.7847096,0.005422767,0.032449222
Os05g0569300,-0.430321717,0.00541567,0.032414321
Os03g0595200,0.614755081,0.005409744,0.032386421
Os01g0142500,0.433214138,0.005401788,0.032352746
Os04g0414500,-1.519457765,0.005402857,0.032352746
Os11g0142300,-3.660994456,0.005384498,0.032257887
Os01g0566900,0.413413461,0.005382147,0.032251348
Os07g0645300,3.819951877,0.005379104,0.032240649
Os09g0516200,0.462412652,0.0053738,0.032216396
Os07g0588700,-1.077342129,0.005356186,0.032118316
Os07g0655400,0.525556396,0.005343962,0.032052513
Os01g0159400,-0.368949701,0.005331569,0.031985669
Os10g0320400,0.365218265,0.005328881,0.031977029
Os03g0733200,-2.556758334,0.005306058,0.031847537
Os07g0242000,-0.713166233,0.005300444,0.03182129
Os04g0244500,0.634690523,0.005290517,0.031771449
Os05g0297400,-2.585565773,0.005290902,0.031771449
Os03g0701100,-0.423456452,0.005278563,0.031719537
Os02g0829500,0.469082209,0.005279781,0.031719537
Os01g0256800,0.704400768,0.00527337,0.031705956
Os03g0639800,0.670826218,0.005275045,0.031705956
Os04g0519700,1.234918213,0.00527489,0.031705956
Os07g0490500,0.76235838,0.005267158,0.031685864
Os08g0414200,4.435320078,0.005267993,0.031685864
Os01g0911700,-0.511930843,0.00525749,0.031637547
Os03g0292100,-0.549717851,0.005242538,0.031554981
Os03g0253600,1.366247091,0.005237061,0.031529421
Os03g0411500,0.698622245,0.005236133,0.031529421
Os03g0737000,0.454017369,0.005233833,0.031529421
Os04g0266700,-2.589259047,0.005235338,0.031529421
Os05g0399200,0.949996809,0.005233178,0.031529421
Os12g0257450,-1.971833642,0.005230637,0.031527782
Os02g0515000,0.644876496,0.005225691,0.031505382
Os04g0117300,4.857580045,0.005220654,0.031482421
Os07g0577700,0.372626371,0.005219143,0.03148072
Os09g0500300,1.760431819,0.005197076,0.031355001
Os12g0150500,-1.095429604,0.005180103,0.03125996
Os12g0506100,0.527680462,0.005179489,0.03125996
Os02g0537500,0.732599279,0.005170327,0.031215669
Os04g0461000,1.653696545,0.005163516,0.031181894
Os02g0117400,0.462629637,0.005156712,0.031148147
Os02g0211000,1.302657393,0.00515493,0.031144725
Os04g0622400,2.923213371,0.005146118,0.031098815
Os02g0717800,0.500365828,0.005135602,0.031042585
Os09g0438400,-0.413489658,0.005122488,0.030970628
Os05g0558400,0.379505156,0.00512124,0.030970388
Os09g0469400,-0.573462455,0.005114071,0.030934333
Os06g0562200,2.374697804,0.005110457,0.030919772
Os05g0496200,0.484755939,0.005095877,0.030838841
Os09g0409950,-0.477650277,0.005090707,0.030814834
Os03g0287700,1.052710388,0.005081947,0.030769076
Os02g0814000,-0.490803726,0.00508079,0.030769076
Os04g0676650,1.545172901,0.005080088,0.030769076
Os07g0675400,-4.0441893,0.005077322,0.03076288
Os01g0678500,-0.513785724,0.005070803,0.030730649
Os02g0724000,-0.483968756,0.005069913,0.030730649
Os11g0439300,-4.830075765,0.005067545,0.030725438
Os10g0548700,0.752619229,0.00506612,0.030724067
Os12g0136900,0.689281039,0.005062865,0.030711596
Os03g0668000,-0.58545152,0.005061338,0.030709605
Os03g0281600,-0.452447865,0.005058608,0.030700308
Os04g0668900,-0.708613942,0.005056241,0.030693213
Os06g0139800,-1.26835343,0.005053106,0.030681455
Os08g0450200,1.728957763,0.00504862,0.030661484
Os01g0959800,0.690110347,0.005045083,0.030647267
Os01g0201100,-0.605758294,0.005043521,0.030645043
Os04g0482600,-3.192162534,0.005036425,0.030609183
Os12g0529200,-0.439279608,0.00503348,0.03059854
Os08g0411000,-5.462279175,0.005030367,0.030586874
Os03g0781700,1.082521679,0.005027376,0.030575942
Os05g0268500,-0.400999972,0.005019868,0.030537531
Os05g0574600,-0.942669526,0.005019027,0.030537531
Os03g0201800,-5.454199211,0.005013053,0.030510562
Os05g0595300,0.498946876,0.005010109,0.030499887
Os02g0569900,1.090961209,0.00500393,0.030469512
Os05g0281400,-4.646667808,0.004988984,0.030385725
Os02g0625900,0.69522712,0.00497511,0.030313134
Os07g0659700,-0.620745331,0.004975883,0.030313134
Os02g0572200,-1.05668955,0.004962899,0.030248419
Os03g0426800,0.599301338,0.004958052,0.03022607
Os12g0182600,-0.548138589,0.004953647,0.030206399
Os06g0179200,-0.520740808,0.004949627,0.030189073
Os06g0143900,0.410015493,0.004939215,0.030132741
Os04g0177300,5.089174018,0.004934643,0.030112016
Os03g0390000,0.473901478,0.004932934,0.030108756
Os03g0636600,-0.699163968,0.004929337,0.030093971
Os04g0472600,-0.493768348,0.004927134,0.030087689
Os07g0557400,0.955234685,0.004926425,0.030087689
Os11g0132600,0.504543761,0.004920311,0.030060354
Os04g0378400,-0.547096194,0.004915313,0.03004799
Os06g0284500,1.194831853,0.004916111,0.03004799
Os06g0600301,-0.738136254,0.004917114,0.03004799
Os11g0637300,1.32430924,0.004913679,0.03004799
Os11g0209000,4.572873564,0.004908679,0.030025084
Os01g0281600,1.760389591,0.004898972,0.029972862
Os09g0375000,0.578276714,0.004892738,0.029941874
Os06g0565900,0.527755742,0.004889764,0.029930823
Os01g0770200,-1.430121342,0.004884173,0.029903744
Os04g0418100,4.919078979,0.004881616,0.029895233
Os08g0528000,1.551196144,0.004880092,0.029893042
Os05g0580500,0.598616573,0.00487129,0.029846258
Os01g0704400,0.486139689,0.004839461,0.029658336
Os03g0125900,-0.716106381,0.004830441,0.029616052
Os03g0296800,-0.507469668,0.004831405,0.029616052
Os07g0661600,-0.488083798,0.00483034,0.029616052
Os07g0231800,-0.518705338,0.004827032,0.029610495
Os01g0191100,0.559093365,0.00480517,0.029483446
Os07g0102400,-0.413038146,0.004802259,0.029472641
Os04g0321700,0.708199995,0.004791492,0.029413608
Os02g0741200,1.724404764,0.004781854,0.029361478
Os07g0586700,1.247714821,0.004781343,0.029361478
Os01g0109500,1.177057242,0.004771523,0.029312093
Os01g0202500,-0.6968632,0.004764633,0.029276784
Os11g0587600,0.92813921,0.004751713,0.0292044
Os10g0392400,-0.625255781,0.004748081,0.029189079
Os01g0299400,0.709809972,0.004745653,0.029181154
Os02g0187100,-0.604274732,0.004745571,0.029181154
Os11g0302800,-1.155923073,0.004744919,0.029181154
Os08g0518800,-0.500568231,0.004720599,0.029054508
Os12g0638200,-0.624754511,0.004721655,0.029054508
Os10g0518100,-0.464526301,0.004717899,0.029045348
Os01g0236000,0.889139376,0.004715719,0.029038902
Os06g0200500,-4.787823301,0.00471421,0.029036585
Os10g0138300,1.223500089,0.004707394,0.029001576
Os08g0453200,-0.605923667,0.004701078,0.028969631
Os12g0596600,0.733394509,0.004698752,0.028962262
Os02g0704966,-0.594998554,0.004697206,0.028959701
Os11g0197400,0.601381068,0.004695341,0.028955165
Os07g0589600,-0.765866102,0.004688539,0.028920182
Os04g0510500,-0.492224585,0.004679692,0.028872559
Os04g0648900,-0.505669378,0.004674205,0.028845654
Os04g0663100,0.427528312,0.004668277,0.028816009
Os12g0600400,0.589312422,0.004668101,0.028816009
Os01g0706800,-1.464369162,0.004659564,0.028776096
Os03g0347900,-1.192695529,0.004652069,0.028736733
Os02g0664300,0.463236205,0.004646745,0.028716644
Os06g0714600,-2.502570463,0.004647696,0.028716644
Os01g0223800,-0.916205422,0.004639772,0.028688962
Os01g0708400,-0.515390352,0.004639922,0.028688962
Os03g0852000,1.09841542,0.004640977,0.028688962
Os04g0476500,-0.422612922,0.004635197,0.028673985
Os03g0143800,0.441655623,0.004633324,0.028669321
Os01g0623500,0.608493093,0.004632061,0.028668768
Os08g0475400,0.990364612,0.004632116,0.028668768
Os04g0641000,0.408633473,0.004617155,0.028595232
Os05g0426300,0.487757469,0.004618002,0.028595232
Os12g0268000,-0.720726516,0.004617051,0.028595232
Os04g0486500,1.456728776,0.004610713,0.028570808
Os04g0569100,-0.502883009,0.004594142,0.028475011
Os06g0153000,1.718102135,0.00459114,0.028463292
Os01g0266100,-1.274132127,0.00458796,0.02845046
Os10g0471100,-0.769134923,0.004573192,0.028365747
Os04g0387600,0.634577861,0.004548706,0.028220702
Os03g0247900,-0.569354766,0.004535421,0.028147643
Os03g0389100,-0.712071849,0.004535832,0.028147643
Os02g0586600,0.807179708,0.004527364,0.028108712
Os02g0536400,-0.463087675,0.004523678,0.02809263
Os06g0170500,-0.425763926,0.004519222,0.028071766
Os03g0405400,-5.250276926,0.004513127,0.028044972
Os11g0489250,1.030661811,0.004513814,0.028044972
Os01g0135800,-2.18553721,0.004509799,0.028039189
Os10g0519600,0.885957542,0.004510695,0.028039189
Os03g0565600,-0.508283608,0.004497309,0.027969549
Os02g0767700,0.453101446,0.004490872,0.027936299
Os06g0729300,0.667577691,0.004477344,0.027858911
Os07g0622100,0.51293199,0.004470002,0.027819984
Os05g0513900,0.471285677,0.004468667,0.027818431
Os04g0585700,-0.543333131,0.004458078,0.027759253
Os06g0301000,-0.393110534,0.004456772,0.027757868
Os12g0545400,1.723731366,0.004440324,0.027662148
Os09g0270900,-0.583621743,0.004408058,0.027467816
Os08g0433500,-0.783316258,0.004404998,0.027455425
Os03g0687000,1.003782361,0.004402589,0.027447091
Os10g0186200,5.074671104,0.004385896,0.027349674
Os08g0103300,-0.503514849,0.004378902,0.027312708
Os08g0472000,-0.549644575,0.004370214,0.027265156
Os01g0246500,-0.78444875,0.004367741,0.027256366
Os02g0497500,0.538024953,0.004366984,0.027256366
Os01g0629600,1.821417744,0.004361023,0.027227704
Os10g0550775,-1.266282813,0.004351331,0.027173814
Os01g0374000,1.005417524,0.00434955,0.02716931
Os02g0214400,-1.153395099,0.004338163,0.027104791
Os01g0940000,-0.964013518,0.004334317,0.02708737
Os03g0680200,0.983709185,0.004332206,0.027080779
Os01g0857900,-0.537569167,0.004325488,0.027051462
Os08g0276400,0.523413488,0.00432646,0.027051462
Os11g0497350,-0.737229489,0.004318914,0.027017464
Os08g0198900,0.809746405,0.004317391,0.027014534
Os01g0967100,-0.392313306,0.00431538,0.027008542
Os02g0104700,-0.558298895,0.004310701,0.026985849
Os05g0121800,0.948071885,0.004285374,0.026833855
Os04g0450701,1.209138718,0.004280661,0.026810894
Os05g0429500,0.797285784,0.004275172,0.026783064
Os06g0593100,-0.630481689,0.004273394,0.02677847
Os01g0104500,-0.503741083,0.004262105,0.026714265
Os03g0235900,0.585182571,0.004259404,0.026703867
Os04g0448800,0.629977298,0.004257449,0.026698144
Os04g0462500,0.629354408,0.004253957,0.026682779
Os01g0786900,-0.558291502,0.004250182,0.026665627
Os06g0199200,-0.380296905,0.004248693,0.026662813
Os04g0173300,-1.934256853,0.004246917,0.026658193
Os03g0114100,0.728150314,0.004245036,0.026652919
Os12g0629700,1.434104384,0.004230484,0.026568062
Os02g0668500,-0.594501963,0.004229244,0.026566786
Os10g0573100,0.418500976,0.004225254,0.026548229
Os10g0554200,-1.064613013,0.004216887,0.02650216
Os01g0649900,1.372959805,0.004212127,0.026478734
Os02g0679500,-0.678658276,0.00421066,0.026476009
Os04g0614500,0.785454774,0.004207674,0.026466155
Os10g0492000,0.594313152,0.00420806,0.026466155
Os03g0395900,-0.392852119,0.004195139,0.02639785
Os06g0683100,-1.663883793,0.004195129,0.02639785
Os07g0569600,0.92279867,0.004194773,0.02639785
Os08g0192900,0.682045317,0.00419067,0.02638917
Os03g0688200,-0.408828621,0.00418852,0.026382114
Os03g0749300,-0.703361362,0.004181889,0.026346826
Os09g0283600,2.158020888,0.004179666,0.0263393
Os03g0299900,0.43323977,0.004174871,0.026315553
Os03g0810700,2.587679021,0.004171673,0.026301862
Os04g0477300,0.786628806,0.004171443,0.026301862
Os06g0497200,-1.203597407,0.004170944,0.026301862
Os09g0395600,4.439300041,0.004156789,0.026227384
Os02g0796600,-0.710501161,0.004153155,0.026213156
Os05g0510200,-0.864711533,0.00415338,0.026213156
Os12g0210800,0.782097886,0.004153511,0.026213156
Os03g0333000,-0.545139508,0.004140225,0.026148629
Os11g0629400,0.859143353,0.004140154,0.026148629
Os01g0228600,0.518044686,0.004138182,0.026148619
Os08g0412800,-1.292387001,0.004134103,0.026129288
Os03g0271400,-0.422052896,0.004128548,0.026100612
Os10g0369500,0.812147086,0.004122723,0.026070218
Os02g0604300,0.638419405,0.004109056,0.025990209
Os02g0546600,-1.612858927,0.004102673,0.025956246
Os05g0121100,3.382568817,0.004100049,0.025946049
Os05g0426200,0.379277975,0.004097524,0.025936475
Os05g0158500,1.816461894,0.004093961,0.025920325
Os04g0182800,-0.541048124,0.004085791,0.025874995
Os04g0381700,4.91857514,0.004082119,0.02585813
Os04g0614600,-0.398471359,0.004077022,0.02583223
Os03g0806700,0.819536761,0.004069803,0.025792865
Os01g0579800,0.97594907,0.004063716,0.025760663
Os03g0374901,-2.204040713,0.004063404,0.025760663
Os06g0154400,-0.594091857,0.00406356,0.025760663
Os10g0159800,0.840832648,0.004058229,0.025744985
Os12g0125200,-1.688494137,0.004056974,0.025743399
Os02g0703900,0.670232389,0.00404822,0.025694212
Os10g0340301,-1.380400232,0.004046953,0.025692536
Os04g0649900,0.676255152,0.004037926,0.025641583
Os07g0477000,0.670349821,0.004037925,0.025641583
Os07g0668500,3.935259506,0.004036613,0.025641583
Os08g0107100,-0.52790186,0.004036811,0.025641583
Os12g0104800,0.406528443,0.004034118,0.025641583
Os01g0192000,-0.470873022,0.004023833,0.025593962
Os01g0583900,2.23130431,0.004023344,0.025593962
Os06g0114700,0.491750358,0.004024702,0.025593962
Os06g0136900,-0.575779675,0.004025433,0.025593962
Os11g0160100,-0.58464745,0.004022039,0.025593962
Os03g0788200,0.547878619,0.004013243,0.02555078
Os04g0397000,0.487201517,0.004013655,0.02555078
Os08g0347200,-0.511646519,0.004009386,0.025536289
Os07g0601000,-0.938045412,0.004004004,0.025508354
Os06g0142700,0.580914383,0.004001646,0.025499674
Os02g0597300,-0.584231031,0.003993263,0.025452585
Os02g0265900,-0.358301836,0.003990691,0.025442516
Os01g0923800,1.952857634,0.003989135,0.025438929
Os04g0117100,0.508708585,0.003985123,0.025419668
Os12g0174200,-0.592982066,0.003983901,0.025418203
Os03g0362200,-1.04842004,0.00396477,0.025302442
Os06g0524500,-0.525363247,0.003963163,0.025298484
Os05g0545600,-0.455881725,0.003956894,0.025264766
Os07g0406800,1.067998548,0.003956836,0.025264766
Os03g0231600,-1.098751131,0.003941736,0.025180529
Os04g0229100,2.456314127,0.003939408,0.025171936
Os12g0169700,0.457606027,0.003938159,0.02517023
Os07g0210800,-1.74494547,0.003932668,0.025141404
Os01g0766000,-1.078253858,0.003930916,0.025138618
Os06g0114500,-0.415487023,0.003931251,0.025138618
Os10g0422500,1.710600091,0.003910771,0.025020148
ENSRNA049471772,-0.637098167,0.003908262,0.025010337
Os04g0467100,0.471947548,0.003903915,0.024988761
Os10g0504200,1.323469359,0.003902757,0.02498759
Os04g0162600,1.731313782,0.003899837,0.024975137
Os01g0974500,1.227039128,0.003888552,0.024909094
Os01g0603500,1.311644318,0.003877872,0.02484689
Os04g0679050,-0.995297136,0.003875277,0.024836475
Os02g0557600,-0.429669507,0.00387276,0.024826551
Os09g0132200,4.980784174,0.003864713,0.024781168
Os03g0758400,-0.46661577,0.003862325,0.02477205
Os12g0626300,-0.59420863,0.003855792,0.024736341
Os06g0103700,0.583494161,0.003851116,0.024712535
Os07g0553700,0.630840771,0.003850811,0.024712535
Os09g0388850,0.82619124,0.00385025,0.024712535
Os07g0642900,1.43904236,0.003835305,0.024629579
Os04g0499200,0.815685746,0.003827049,0.024584732
Os08g0540400,0.456977857,0.003827362,0.024584732
Os04g0637000,-0.508202758,0.003818522,0.024540256
Os02g0207300,-1.238926758,0.003813172,0.024512021
Os04g0669100,-0.590903099,0.003808015,0.024485014
Os01g0931200,2.768734319,0.003804579,0.024469059
Os01g0237750,4.471707265,0.003797479,0.024429526
Os03g0180900,-0.737409001,0.003792964,0.024406608
Os11g0672300,0.663037201,0.003785512,0.024364779
Os09g0491596,1.205137028,0.003778885,0.024328235
Os07g0474700,-0.542916978,0.003775628,0.024313373
Os04g0537100,-0.658183598,0.003774099,0.024309639
Os01g0753800,2.615956377,0.003770845,0.024294783
Os04g0509300,0.450567117,0.003769309,0.024290996
Os09g0514300,-0.783003186,0.003766698,0.02428028
Os02g0747400,1.580368672,0.003764795,0.024274116
Os02g0554100,0.715203059,0.003756329,0.024225624
Os03g0609800,0.618704342,0.003752001,0.024203805
Os02g0549700,-0.477268969,0.00374962,0.024194536
Os10g0571300,0.784696167,0.003748395,0.024192724
Os07g0264100,0.694053831,0.003746972,0.024189639
Os06g0142200,0.546067837,0.003743093,0.024170683
Os01g0315600,1.698734859,0.003741075,0.024165996
Os11g0549900,-0.643298329,0.003741424,0.024165996
Os04g0470700,-0.629311678,0.003731879,0.024116502
Os01g0264700,-0.445655525,0.00372936,0.024111813
Os11g0576100,0.805904406,0.003730212,0.024111813
Os11g0216900,-0.456379774,0.003728183,0.024110863
Os10g0182000,0.424501469,0.00372299,0.024083355
Os10g0212100,-0.445679755,0.003707292,0.023987866
Os06g0234600,1.57916061,0.003699248,0.023941859
Os04g0167875,-0.599216561,0.003690516,0.023893344
Os07g0668300,-0.889321572,0.00368972,0.023893344
Os11g0124900,1.569993587,0.003690819,0.023893344
Os08g0558900,0.577627662,0.003690507,0.023893344
Os02g0609500,0.676002155,0.00368571,0.02388441
Os08g0544900,-0.514103676,0.003680388,0.023855952
Os08g0375400,1.868756204,0.003676032,0.023833747
Os01g0138800,-1.635755319,0.003675046,0.023833388
Os07g0479200,0.481781209,0.00367006,0.023807074
Os01g0867700,0.610516833,0.003666182,0.023787944
Os09g0514200,-1.451538055,0.003641772,0.023635541
Os08g0206500,-1.284982458,0.003639947,0.023629681
Os07g0545400,-0.373046207,0.00363871,0.023627643
Os09g0299200,-0.457999808,0.003629864,0.023576175
Os07g0572100,2.027969403,0.003628905,0.023575919
Os05g0325400,0.55172022,0.003619282,0.023519364
Os11g0552000,1.209079085,0.003617488,0.023513674
Os10g0391200,-0.960941146,0.003608922,0.023463943
Os04g0581000,5.144778063,0.003600439,0.02341473
Os05g0241000,0.497752845,0.003598397,0.023407394
Os01g0580500,1.343706248,0.003584118,0.023323139
Os05g0495700,-0.727180962,0.003584534,0.023323139
Os06g0356800,-0.865265243,0.003572743,0.023258232
Os07g0282401,2.715023233,0.003571409,0.023255455
Os06g0524400,-0.436530148,0.003568136,0.023242325
Os05g0110800,-0.487174925,0.003568486,0.023242325
Os11g0346016,-0.482726799,0.003563723,0.02322311
Os09g0393200,-0.448832727,0.003552889,0.023158402
Os01g0761000,0.728829688,0.003544008,0.02310639
Os02g0680400,0.580509542,0.003543684,0.02310639
Os07g0688700,1.820842727,0.003539491,0.023088691
Os02g0605900,1.438365397,0.003537092,0.023078918
Os03g0178500,-0.518594375,0.003529476,0.023035089
Os08g0554100,1.057199884,0.003528963,0.023035089
Os08g0101600,0.685998466,0.003525328,0.023019743
Os06g0178900,0.467661634,0.003513405,0.02294774
Os04g0684100,1.359290487,0.003507038,0.022915545
Os10g0187500,-0.570671915,0.003507582,0.022915545
Os02g0828200,-0.499811834,0.003502079,0.02289127
Os08g0345800,0.514230656,0.003499336,0.022879172
Os05g0269100,-0.485446824,0.003492131,0.022837897
Os01g0535400,-0.735222952,0.003481754,0.022786012
Os03g0325600,-1.456509145,0.003483198,0.022786012
Os11g0565400,-0.453097979,0.003483308,0.022786012
Os05g0331900,-1.289481161,0.003474847,0.022748085
Os04g0306800,-0.452623644,0.003472165,0.022736337
Os07g0220000,-1.309536796,0.00346894,0.022721023
Os03g0754800,-0.570842709,0.003453162,0.022623468
Os09g0417600,-0.79163382,0.003442864,0.022561767
Os12g0568900,3.519298386,0.003439873,0.022547929
Os07g0142000,1.044841268,0.003436795,0.022533522
Os07g0517900,-1.168847377,0.003429592,0.022492046
Os08g0118100,1.418882462,0.003423092,0.022455171
Os01g0589700,0.65027331,0.003416847,0.022419944
Os09g0497100,1.400150738,0.003407939,0.022367217
Os06g0672700,-0.434869368,0.003401324,0.022329524
Os06g0137500,-0.446959709,0.003391497,0.022270717
Os05g0220600,-0.83410889,0.003382808,0.02221935
Os04g0409900,-0.856854311,0.003358745,0.022066952
Os06g0526466,-1.062019712,0.00335295,0.022034532
Os01g0612200,0.47051326,0.003350848,0.022026369
Os03g0837300,0.823975894,0.00334954,0.022023421
Os02g0176000,-0.994765146,0.003349478,0.022023421
Os10g0181600,0.722941537,0.003348406,0.022023421
Os08g0536000,-0.404479137,0.003334589,0.021942007
Os06g0694200,1.341307845,0.003330782,0.021922586
Os05g0541900,0.523249937,0.003324909,0.021889556
Os04g0540600,4.969384488,0.003321363,0.021871828
Os11g0284600,2.996966284,0.003316594,0.021846037
Os01g0215500,2.737812686,0.003315049,0.021841474
Os05g0154700,0.409098259,0.003311965,0.021826771
Os05g0517500,0.608764524,0.003299749,0.021751857
Os06g0351500,2.065931745,0.003291119,0.021700551
Os07g0170300,0.493992593,0.003289366,0.021694574
Os03g0275900,3.970413975,0.003287014,0.021684646
ENSRNA049471778,-0.585211694,0.003279307,0.02163937
Os08g0526400,1.04190447,0.003277463,0.021632776
Os09g0502100,-0.62680526,0.003272608,0.021606293
Os06g0711800,1.082975059,0.003269333,0.021590239
Os08g0104900,-0.594704351,0.003260484,0.021537348
Os08g0110700,-0.545223142,0.003259141,0.021534032
Os01g0656200,-0.611636422,0.003256064,0.021519247
Os01g0128100,4.971071837,0.003254903,0.021517125
Os01g0752700,0.434383426,0.003251194,0.021498151
Os03g0221600,-5.340071266,0.003248629,0.02148674
Os02g0194100,-0.432642131,0.003243289,0.021456956
