geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hd1,hd2,hd3,c1,c2,c3
Os01g0224100,58.83904261,-0.25399568,0.358533412,-0.708429594,0.47867852,0.705067059,7.487159178,7.628221472,7.404215087,7.407243568,7.707062025,7.685061398
Os01g0224200,139.2603364,-1.507717809,0.317607729,-4.747106794,2.06E-06,4.50E-05,7.910572349,7.628221472,7.4580633,8.722465131,8.160615759,8.449878419
Os01g0224300,151.7430197,-0.243360972,0.292995279,-0.830596904,0.406201384,0.644757745,7.927109453,8.15035638,8.299589547,7.911430353,8.453010687,8.380209817
Os01g0224400,504.0106918,-1.068102869,0.209323717,-5.102636644,3.35E-07,9.53E-06,8.977917944,9.021329381,8.675956341,9.849649089,9.862885349,9.386240195
Os01g0224500,351.8365989,-0.139631194,0.213449531,-0.654164913,0.513005564,0.73002008,8.711276033,8.906701509,9.135807165,9.156900125,9.09437763,8.812114765
Os01g0225000,129.258374,0.303062461,0.267771646,1.131794443,0.257720864,0.491118675,8.021624059,8.362851096,8.053847105,8.025114448,8.071710512,7.885127212
Os01g0225100,1089.026838,-0.276762312,0.146402253,-1.890423861,0.058701295,0.18846939,10.12977741,10.17307486,10.18241919,10.56240505,10.30852375,10.32710437
Os01g0225200,395.5336884,0.142589107,0.167467525,0.851443332,0.39452313,0.633744979,9.138319197,9.199946573,9.122803317,9.093986705,9.091140549,8.958476404
Os01g0225300,264.2230623,0.195654745,0.183698275,1.065087546,0.286836315,0.524821971,8.743014821,8.792162548,8.738065016,8.630246002,8.669034997,8.583574783
Os01g0225400,131.798718,0.399004997,0.278682279,1.431755898,0.152213693,0.354223472,8.15954421,8.001462038,8.393240307,7.794556914,8.028332847,8.103962887
Os01g0225600,9.713287341,-2.330486415,0.884422,-2.635038948,0.008412763,0.045342916,6.731229274,6.695651005,6.526095549,7.061401963,6.804552836,7.126313737
Os01g0226200,146.3192424,0.025973114,0.262083622,0.099102391,0.921056974,0.96809594,8.207995587,8.279003137,8.048882087,8.378198009,8.127193534,7.965337545
Os01g0226250,31.28824203,0.963919285,0.596451488,1.61609,0.106074856,0.280751579,7.361826764,7.200945148,7.541333985,6.735645681,7.023981707,7.382943194
Os01g0226300,349.3270697,1.081253202,0.209024607,5.172851263,2.31E-07,6.84E-06,9.081729631,9.426797623,9.367678035,8.342916014,8.57739318,8.678877876
Os01g0226400,64.24964927,-1.710773233,0.374365732,-4.569791213,4.88E-06,9.53E-05,7.128845091,7.373827422,7.182882559,8.114479721,7.773713975,7.714646273
Os01g0226500,377.4851162,-0.714541526,0.198768493,-3.594842993,0.000324587,0.003346841,8.855106379,8.661091207,8.789095389,9.507032353,9.064966039,9.254921625
Os01g0226600,10.12410143,1.675389533,0.850347618,1.970240755,0.048810785,0.165587934,7.015312373,6.866088037,7.091930306,6.63264485,6.626926636,6.868359006
Os01g0227100,2970.203469,-0.70161341,0.196323082,-3.573769324,0.000351879,0.003583543,11.31879615,11.53044921,10.78509657,11.93023432,12.0881886,11.6769302
Os01g0227200,160.5290344,0.085824308,0.239256191,0.358713007,0.719809797,0.863184976,8.418155473,8.247065699,8.144456018,8.085430357,8.279899413,8.300650798
Os01g0227300,1033.203572,0.148579216,0.158170749,0.939359631,0.347546132,0.588841918,10.44470999,10.26778074,10.12480995,10.01720647,10.22405275,10.21672258
Os01g0227350,42.0713827,0.829363317,0.437376519,1.896222774,0.057930593,0.186734883,7.511907308,7.307067197,7.682210474,7.201183381,7.108150235,7.382943194
Os01g0227400,22.85804043,0.648597615,0.556421644,1.165658494,0.243752548,0.474703316,7.128845091,7.019895773,7.413418527,7.038790511,7.06745629,7.022869307
Os01g0227500,224.7422725,0.358790146,0.198131823,1.810865816,0.070161625,0.213039461,8.604929421,8.604202974,8.740951636,8.412527601,8.383264437,8.47569881
Os01g0227700,52.91653384,-2.100840826,0.415548018,-5.055591017,4.29E-07,1.18E-05,7.128845091,6.956903051,7.145351846,7.985783672,7.827727325,7.49873261
Os01g0227800,209.8900783,-0.997713674,0.210198214,-4.74653736,2.07E-06,4.51E-05,8.026656193,8.145972959,8.241552136,8.700003469,8.831390331,8.713453339
Os01g0228300,305.7590835,-0.359284459,0.202763479,-1.771938721,0.07640473,0.225855837,8.639282391,8.757175978,8.723537608,9.143891418,8.965664064,8.726191188
Os01g0228400,20.035713,-0.851265883,0.57324615,-1.484991888,0.137545973,0.331983842,7.015312373,6.92249594,6.986202904,7.038790511,7.370769703,7.066271116
Os01g0228500,501.3565051,-0.488402247,0.180249776,-2.709585871,0.006736726,0.038616363,9.289673804,8.940447373,9.225585687,9.54430756,9.614310391,9.447543129
Os01g0228600,298.635105,0.518044686,0.180665055,2.8674316,0.004138182,0.026148619,8.987470986,8.975699135,8.975861056,8.53109513,8.677859223,8.66124678
Os01g0228800,76.3690971,0.367184733,0.301732889,1.216919818,0.223634725,0.449603181,7.84188278,7.702289591,7.824444332,7.596959618,7.736141486,7.557300581
Os01g0228901,16.65024001,1.094803725,0.650033451,1.684226748,0.092137856,0.256085072,7.074587268,7.103548335,7.194970604,7.061401963,6.838068007,6.7269832
Os01g0229100,605.4364705,0.02382642,0.16248088,0.146641377,0.883415093,0.951401518,9.497170054,9.691658096,9.560124365,9.690910858,9.536460796,9.462458771
Os01g0229200,539.4080149,0.115732836,0.163987908,0.705740061,0.480349803,0.706139014,9.560030434,9.506563125,9.393005146,9.458351529,9.46151824,9.263501842
Os01g0229300,350.8696459,0.034358117,0.193089431,0.177938882,0.858770975,0.939631424,9.11466036,8.940447373,8.90370022,8.988392044,8.77942803,9.106694391
Os01g0229400,155.9363205,0.099138936,0.246233241,0.402622064,0.687226275,0.843696941,8.127676562,8.176330066,8.437600009,8.078056421,8.285870321,8.221961786
Os01g0229500,48.56034422,0.256716995,0.392730442,0.653672259,0.51332298,0.730228443,7.536022924,7.400909991,7.564954221,7.182842882,7.500611017,7.510738749
Os01g0229600,78.49737438,-0.198833867,0.302785757,-0.656681707,0.511385599,0.728614535,7.582512123,7.648959632,7.818370891,7.859011982,7.736141486,7.72432486
Os01g0229700,19.78305693,-0.234473623,0.647084823,-0.362353766,0.717087684,0.861688418,6.966646194,6.845696572,7.263670821,7.015314178,7.297768909,6.951156431
Os01g0229900,296.5207273,-0.092229682,0.20903945,-0.441207064,0.659063099,0.82508069,8.973116251,8.740715,8.581856187,8.877923119,8.918693551,8.709180204
Os01g0230200,108.2147643,-0.119845905,0.295467747,-0.405614171,0.685026115,0.842699098,7.888140265,8.011337252,7.848408437,7.705608603,8.180236566,7.995914497
Os01g0230800,3.751352857,0.042118884,1.325900937,0.031766238,0.974658472,0.989933576,6.525405037,6.625349875,6.834024229,6.814385704,6.626926636,6.55525767
Os01g0231000,617.2431658,0.853371945,0.185550061,4.599146669,4.24E-06,8.53E-05,9.797416475,9.686096175,10.16589859,9.244690967,9.145162967,9.257787586
Os01g0231500,873.6491545,-0.203886729,0.140599207,-1.450127158,0.147023063,0.346406615,9.956105361,9.883449559,9.932876771,10.1139548,10.03017695,10.14676412
Os01g0231600,29.302541,0.140790439,0.44258817,0.318107099,0.750403699,0.882040184,7.270376289,7.200945148,7.263670821,7.164027538,7.217502822,7.232774948
Os01g0231700,907.9227916,0.13724586,0.189195607,0.725417794,0.46819576,0.697935015,9.779986684,10.21402232,10.30812619,9.915290775,10.18136288,9.888205495
Os01g0231800,324.0053429,0.723746614,0.23071245,3.137007188,0.001706819,0.012851553,8.919150538,9.255963439,9.176196512,8.300468291,8.690986575,8.81607238
Os01g0231900,615.6843566,0.199554239,0.171896785,1.160895699,0.245684318,0.476798401,9.663340146,9.75143773,9.600908394,9.717188395,9.431398937,9.365194185
Os01g0232100,20.57725407,1.1873451,0.713948101,1.663069204,0.096298583,0.263572673,7.166879235,6.801840916,7.508906889,6.965343406,6.768043181,7.044950585
Os01g0232300,500.1910155,-0.055593021,0.156805071,-0.354535862,0.722937333,0.865356595,9.30109865,9.366907572,9.341883383,9.405214935,9.428859535,9.302857664
Os01g0232400,1033.726459,-0.369063942,0.137254762,-2.688897183,0.00716885,0.040370864,10.10637883,10.0405034,10.01139143,10.42531587,10.37398915,10.32036517
Os01g0232500,521.1392281,-0.339042194,0.162302811,-2.088948383,0.03671237,0.135038911,9.345883969,9.302505369,9.142263438,9.491841014,9.498280224,9.599023342
Os01g0232700,656.224116,0.310256231,0.166163441,1.867175046,0.061877147,0.194916867,9.586576196,9.900318218,9.863964477,9.578228767,9.46151824,9.571835451
Os01g0232800,2233.248343,0.068318319,0.125847926,0.542864088,0.587223383,0.780596157,11.26769397,11.23455002,11.27356374,11.12319978,11.24471157,11.21409332
Os01g0233000,1820.091574,-0.377396369,0.158378068,-2.382882759,0.017177664,0.077082887,10.785809,10.77723163,10.74684431,11.18516531,11.29853171,10.8252426
Os01g0233100,41.3533353,-0.265502396,0.50470712,-0.526052407,0.598851795,0.788065177,7.655437903,7.129201478,7.091930306,7.585421233,7.356669028,7.2962073
Os01g0233400,154.6777209,0.022970745,0.236424049,0.09715909,0.922600056,0.968645,8.113757501,8.15907602,8.389473223,8.262904823,8.186707381,8.190312804
Os01g0233500,83.02528222,-0.339965428,0.336542504,-1.010170851,0.312413442,0.552932881,7.781193029,7.485652695,7.77488233,8.070636564,7.726537254,7.685061398
Os01g0233800,2.799155501,0.420573028,1.633232762,0.257509547,0.796785447,0.906855306,6.382921164,6.752660279,6.70254614,6.382921164,6.727588199,6.62649732
Os01g0233900,341.3644649,-0.057165755,0.190558539,-0.299990519,0.764184387,0.889265678,9.086166165,8.792162548,8.890862275,8.853900895,9.045002773,9.000515343
Os01g0234001,45.52017208,0.486573667,0.4017382,1.211171022,0.225829866,0.453021112,7.582512123,7.418510288,7.508906889,7.219080511,7.524508672,7.232774948
Os01g0234100,115.9530161,0.162279616,0.274477073,0.591231951,0.554365017,0.758797012,8.001276487,7.966223152,8.13985361,8.063170116,7.736141486,8.040326683
Os01g0234300,3.834357832,2.397404296,1.38674043,1.728805365,0.083843936,0.241196044,6.731229274,6.845696572,6.760799345,6.63264485,6.382921164,6.55525767
Os01g0234700,105.1947013,-0.663577785,0.29513054,-2.248421275,0.02454934,0.10095133,7.662448888,7.886859598,7.702767658,8.204340517,8.16719118,7.825372346
Os01g0234800,188.1745947,-0.010793176,0.217634122,-0.049593216,0.960446553,0.984262769,8.319438484,8.458716836,8.362786736,8.250127822,8.499172323,8.402053298
Os01g0234850,5869.57667,-0.202227647,0.175736666,-1.150742478,0.249838195,0.481796533,12.57860728,12.50360302,12.27313821,12.2800142,12.6723219,12.93609499
Os01g0234900,1120.90309,-0.168337921,0.140512958,-1.198024172,0.230907607,0.460037758,10.23743315,10.16514044,10.33881925,10.32839995,10.45891699,10.39921346
Os01g0235100,138.8676591,-0.199568416,0.23975961,-0.832368785,0.405200816,0.643913452,8.104387846,8.08749051,8.043896126,8.336938899,8.09281904,8.117655349
Os01g0235200,130.5080909,-0.167296591,0.263227328,-0.635559356,0.525063668,0.738252173,8.061291761,8.193343683,7.842465997,8.040484297,8.120396796,8.221961786
Os01g0235300,391.8979205,0.024866291,0.180516338,0.137750916,0.890437278,0.953718849,9.077278744,9.023571445,9.199051925,9.198352771,8.926026108,9.113066049
Os01g0235350,598.1352174,-1.163475946,0.262820872,-4.426878034,9.56E-06,0.000170713,9.254825529,9.274767429,8.385694971,9.911512329,9.874053996,10.04889819
Os01g0235400,930.4984089,0.648323841,0.192665155,3.365029043,0.000765356,0.006741452,10.09020229,10.31063583,10.58197003,9.625313333,9.662485672,10.03741458
Os01g0235632,12.22778282,-1.480840872,0.768796163,-1.926181404,0.054081727,0.177955065,6.731229274,6.801840916,6.811047944,6.735645681,7.182873394,7.126313737
Os01g0235800,1252.159312,0.016764351,0.157091524,0.106717096,0.91501342,0.964949947,10.52373929,10.48306839,10.41060337,10.22747236,10.48332249,10.63451039
Os01g0236000,99.97347242,0.889139376,0.31464633,2.825837428,0.004715719,0.029038902,7.888140265,8.001462038,8.315688508,7.746060863,7.488430304,7.733915368
Os01g0236300,618.4236512,-0.028039208,0.159315204,-0.175998317,0.860295265,0.940415766,9.683702339,9.596961763,9.479893197,9.501986803,9.645157035,9.681815752
Os01g0236400,45.16559179,0.540292042,0.375536177,1.438721685,0.150229393,0.351449064,7.444382977,7.570721378,7.508906889,7.333989295,7.234234358,7.396575874
Os01g0236700,517.9486307,0.009314311,0.171215499,0.054401097,0.956615605,0.982709461,9.542583166,9.254068976,9.393005146,9.298330706,9.39802203,9.47966226
Os01g0236800,277.1730961,-0.041078037,0.182791065,-0.224726721,0.822191876,0.921222261,8.678762846,8.698652524,8.800176646,8.757635702,8.721122566,8.784080642
Os01g0237100,89.59299008,-0.488058373,0.283320178,-1.722638947,0.084953837,0.24308964,7.626900414,7.740567379,7.729562728,8.040484297,7.801055745,7.917893151
Os01g0237200,2.587950091,-1.175814523,1.93413766,-0.607927009,0.543235885,0.751182451,6.382921164,6.695651005,6.526095549,6.382921164,6.8984056,6.382921164
Os01g0237500,8.190003554,1.822927323,1.159816405,1.571737833,0.116011364,0.297345122,6.667542939,6.778035539,7.218569004,6.559612555,6.382921164,6.868359006
Os01g0237750,5.030106785,4.471707265,1.544891372,2.894512421,0.003797479,0.024429526,6.853588726,6.956903051,6.786726269,6.559612555,6.382921164,6.382921164
Os01g0238200,134.0679593,0.424278665,0.285710052,1.484997333,0.137544531,0.331983842,7.964789291,8.197560409,8.437600009,7.804000123,8.078788288,8.061919573
Os01g0238500,344.9623881,0.285615301,0.231076306,1.236021577,0.216450543,0.44080316,8.857727133,8.964049493,9.309906505,8.653908875,8.750592807,9.113066049
Os01g0238600,613.5218182,0.511170097,0.17338675,2.948149721,0.003196822,0.021220769,9.642680109,9.813896333,9.878016965,9.176186511,9.418655642,9.499068657
Os01g0238700,8.301709472,0.517977841,0.955518697,0.542090743,0.587755995,0.780898046,6.966646194,6.625349875,6.952154149,6.63264485,6.952147546,6.7269832
Os01g0238800,41.65653553,0.122516229,0.408775409,0.299715264,0.764394355,0.889265678,7.511907308,7.297075056,7.38551333,7.219080511,7.342330076,7.49873261
Os01g0238900,1355.747897,-0.19438721,0.150150809,-1.294613138,0.195453718,0.41406454,10.50194926,10.48704464,10.44518935,10.80867904,10.67975936,10.44575688
Os01g0239000,311.9395598,0.032689496,0.185551968,0.176174344,0.860156976,0.940362374,8.860342819,8.792162548,8.94893779,8.969973508,8.77942803,8.780027599
Os01g0239100,329.5422311,-0.004354453,0.192508043,-0.022619589,0.981953718,0.992724408,8.743014821,8.896903885,9.074044632,8.905421087,8.986808832,8.847321903
Os01g0239200,94.22938594,0.855987687,0.27877997,3.07047772,0.002137166,0.015421181,8.132280774,8.030841199,7.922914975,7.585421233,7.66698485,7.654605933
Os01g0239700,224.825028,0.788020006,0.246428301,3.197765849,0.001384967,0.010832419,8.648498301,8.61941291,8.999884452,8.078056421,8.231072379,8.47569881
Os01g0241000,25.9857498,-0.535595084,0.474712606,-1.128251236,0.259213831,0.492793022,7.045658763,7.189473678,7.063514556,7.270378785,7.217502822,7.24912165
Os01g0241100,159.1792609,0.050769843,0.265663347,0.191105937,0.848442597,0.93449235,8.267024442,8.082871559,8.404475275,7.993756674,8.437248913,8.215696793
Os01g0241400,22.15689453,2.003602793,0.615483175,3.255333166,0.001132594,0.009253973,7.088574843,7.391975877,7.404215087,6.688578945,6.952147546,6.868359006
Os01g0242200,3.648247643,0.962972955,1.436444652,0.670386397,0.502611504,0.722086603,6.784789717,6.801840916,6.526095549,6.777035476,6.555561783,6.382921164
Os01g0242300,34.15889987,0.646709697,0.447297217,1.445816501,0.148228677,0.348286417,7.22611924,7.444274653,7.4580633,7.104353611,7.297768909,7.145193891
Os01g0242500,166.2405154,-0.249896452,0.242002527,-1.032619185,0.301782147,0.541571925,8.04657218,8.141573631,8.400741261,8.412527601,8.267871216,8.363577613
Os01g0242600,423.0538222,-0.396556531,0.216209754,-1.834128771,0.066634882,0.205436839,8.728681568,9.20191632,9.083039244,9.1952078,9.172929639,9.544112375
Os01g0242900,362.0665892,-0.015318329,0.175013477,-0.08752657,0.930252966,0.972138821,8.996957719,8.923679112,9.087514595,8.924726976,9.038283315,9.077651458
Os01g0243000,50.03365255,0.045405526,0.419851153,0.108146722,0.913879306,0.964428726,7.582512123,7.540656513,7.295868898,7.663526737,7.476087962,7.198986274
Os01g0243100,59.00924108,-0.568932699,0.340831376,-1.669249779,0.095067888,0.261085156,7.55954592,7.316938387,7.449309487,7.726028679,7.614577152,7.654605933
Os01g0243200,809.504318,-1.012563886,0.186494221,-5.429465219,5.65E-08,2.01E-06,9.572584903,9.556311991,9.142263438,10.42795311,10.28648165,10.10967296
Os01g0243400,11.61991126,-0.759276763,0.695297256,-1.092017489,0.274825414,0.510450437,6.853588726,6.824330601,6.855851386,7.038790511,7.023981707,6.868359006
Os01g0243450,63.25731734,0.167498814,0.333064263,0.502902391,0.6150329,0.797883044,7.511907308,7.753024793,7.625292128,7.663526737,7.500611017,7.534303016
Os01g0243600,8.312181994,1.279051474,0.906244991,1.411374945,0.158134087,0.362853409,6.701009608,7.063102984,6.934298891,6.735645681,6.68158831,6.767367962
Os01g0243700,198.6912429,0.439416149,0.232511278,1.889870263,0.058775314,0.188471063,8.392322684,8.492482627,8.76382309,8.294285571,8.186707381,8.385705888
Os01g0243800,68.55483902,0.065408634,0.335249991,0.195104059,0.845311485,0.933072682,7.736589129,7.746814313,7.483833506,7.561929721,7.559267702,7.771434548
Os01g0244150,2.092188671,1.288908006,1.904531823,0.676758451,0.498559224,0.719087138,6.808996385,6.58094087,6.382921164,6.559612555,6.626926636,6.382921164
Os01g0244400,87.26213992,-0.008046637,0.353711537,-0.022749151,0.981850369,0.992724408,7.520014065,8.078234654,7.722927725,7.684781534,7.726537254,7.97305782
Os01g0245700,4.130028009,-2.357101303,1.392476612,-1.692740319,0.090504907,0.253249671,6.667542939,6.522997152,6.382921164,6.848669705,6.8984056,6.55525767
Os01g0246100,1138.382965,-0.201931843,0.160113874,-1.26117642,0.207245292,0.428902845,10.40610872,10.30973726,10.01370434,10.354985,10.43534019,10.49681976
Os01g0246400,46.80682592,-0.430238771,0.459636091,-0.936042187,0.349251467,0.59002244,7.582512123,7.307067197,7.132383934,7.726028679,7.250607524,7.49873261
Os01g0246500,135.2034137,-0.78444875,0.275215786,-2.850304341,0.004367741,0.027256366,7.805875151,7.919272178,7.933953487,8.14284397,8.582129961,8.131193812
Os01g0246700,493.6720422,-0.49877703,0.239201514,-2.085175057,0.037053413,0.135922635,9.229102658,9.257855323,8.901142328,9.896297274,9.45654307,9.103497481
Os01g0247500,18.64804223,-0.253072532,0.557035048,-0.454320663,0.649598046,0.819650895,6.98333239,6.973318316,7.119167084,7.144701909,7.06745629,7.044950585
Os01g0247700,84.56211083,-1.789872623,0.321702,-5.563759704,2.64E-08,1.01E-06,7.291602706,7.373827422,7.346848165,7.969671296,8.338366412,7.917893151
Os01g0248400,15.49382413,-1.066491606,0.655006842,-1.628214452,0.103479422,0.276276242,6.784789717,6.778035539,7.033764727,7.015314178,7.127598745,7.145193891
Os01g0248500,25.04684647,0.901991761,0.519416886,1.736546857,0.082467187,0.238520909,7.361826764,7.223370041,7.218569004,7.124825855,7.088119861,6.868359006
Os01g0248600,231.4219895,0.05001079,0.194954742,0.256525127,0.797545381,0.907297533,8.553302723,8.655216977,8.545593228,8.581607087,8.5962386,8.480801492
Os01g0248701,1.771144503,3.986346429,2.144021294,1.859284906,0.062986765,0.197516814,6.667542939,6.522997152,6.786726269,6.382921164,6.382921164,6.382921164
Os01g0249200,341.0984186,2.359592472,0.24772786,9.524937854,1.65E-21,9.62E-19,9.415729441,9.242647637,9.806320407,7.985783672,7.745659427,8.137906529
Os01g0249300,495.9605811,0.160753201,0.156669868,1.026063301,0.304861748,0.545075191,9.369555662,9.372142688,9.484939168,9.280679589,9.290020528,9.286126954
Os01g0249800,6.987149567,0.058560719,1.173402932,0.049906743,0.960196704,0.984164504,6.667542939,7.049033389,6.382921164,6.735645681,6.925972853,6.681063439
Os01g0249900,252.5267563,-0.26153534,0.189233487,-1.382077477,0.166947913,0.37477715,8.471819169,8.585715858,8.626605683,8.713525841,8.7380422,8.751308082
Os01g0250600,207.7859428,-0.245805536,0.212546957,-1.156476385,0.247486354,0.478968348,8.407148156,8.302430923,8.466343714,8.591479825,8.394245339,8.638872739
Os01g0250900,370.5396696,0.390820664,0.203613975,1.919419645,0.054931247,0.179803696,9.118992255,9.005531329,9.356681469,8.672539244,8.979796888,8.979657595
Os01g0251000,368.488164,-0.109373508,0.177989643,-0.614493667,0.538889156,0.74794942,9.05932971,8.896903885,9.002263739,9.17937493,8.958542386,9.054630822
Os01g0251100,332.509202,0.450395194,0.189191316,2.380633546,0.017282895,0.077460141,8.90405346,9.058954748,9.231637453,8.731344928,8.775346486,8.755448751
Os01g0251200,793.8248303,-0.093752591,0.152738813,-0.613809871,0.539340974,0.748174639,9.778637009,9.940470163,9.84717565,10.06385408,9.885135488,9.849261308
Os01g0251400,145.7232997,0.552919228,0.246468736,2.243364567,0.024873315,0.101940011,8.307536054,8.163412497,8.455639862,8.009540722,8.099773138,7.917893151
Os01g0252100,846.0403195,0.317684623,0.174025539,1.82550575,0.067924744,0.208245669,10.16828437,9.948597824,10.1793361,9.632242366,9.782141998,10.05379154
Os01g0252200,217.4334728,-0.123122151,0.200584675,-0.613816337,0.5393367,0.748174639,8.553302723,8.377515736,8.48398858,8.601278919,8.529057811,8.520915248
Os01g0252600,9.938932228,0.910606017,0.789272231,1.15372869,0.248611418,0.480441237,6.831864286,6.904399879,7.077878741,6.848669705,6.804552836,6.7269832
Os01g0252900,187.0570402,-0.427907314,0.239479896,-1.786819361,0.073966689,0.220994458,8.229402121,8.41345504,8.06861852,8.581607087,8.3268885,8.57885993
Os01g0253050,2.727779293,-0.079754064,1.572208677,-0.050727404,0.95954274,0.983887455,6.629510507,6.752660279,6.382921164,6.559612555,6.555561783,6.767367962
Os01g0253100,736.1804796,0.128413599,0.14745177,0.87088543,0.383816713,0.624137566,9.842014217,9.862693135,9.870369217,9.849649089,9.666784811,9.733752701
Os01g0253300,4648.211968,-0.471232426,0.130005956,-3.624698758,0.000289298,0.003044228,12.03433371,11.91944066,12.0065082,12.57706238,12.38660266,12.3536692
Os01g0253400,11.68620599,0.820477346,0.802026294,1.023005545,0.306305224,0.546664259,6.98333239,6.778035539,7.145351846,6.735645681,6.727588199,6.999945326
Os01g0253500,2.153666092,4.270095341,1.959623942,2.179038157,0.029328834,0.114977464,6.784789717,6.695651005,6.630703594,6.382921164,6.382921164,6.382921164
Os01g0253600,237.6052552,-0.3566835,0.193173477,-1.846441377,0.064828144,0.201649344,8.523341633,8.392013203,8.504849701,8.672539244,8.677859223,8.759576655
Os01g0253800,14.94097607,-1.427414206,0.677776258,-2.106025683,0.035202122,0.131282116,6.98333239,6.725366165,6.732910426,7.038790511,7.146510078,7.145193891
Os01g0253900,4524.659286,-1.340405262,0.218322874,-6.139554875,8.28E-10,4.67E-08,11.63436985,11.6702467,10.76473108,12.90144289,12.67918219,12.48941267
Os01g0254000,2693.55862,-0.521191033,0.140188384,-3.717790441,0.000200973,0.002254609,11.09982682,11.38244131,11.14461419,11.78604799,11.69015858,11.63641399
Os01g0254100,4012.064404,0.086826675,0.150777566,0.575859377,0.564710235,0.765585733,12.14957463,12.0936074,11.95868992,11.73335217,12.02702545,12.1646172
Os01g0254200,439.3416706,0.462946373,0.172668963,2.681120941,0.007337599,0.041122332,9.382137774,9.379092479,9.374961293,8.973677141,9.188118084,8.915100147
Os01g0254800,240.1579429,-0.29330358,0.207572159,-1.413019849,0.157649888,0.362023936,8.636196088,8.448412391,8.42298352,8.787669945,8.54860703,8.738808631
Os01g0254900,2086.33,-0.075037164,0.148448024,-0.505477687,0.613223367,0.79663141,11.269125,11.02726938,10.98898984,11.09946325,11.31693709,11.08207798
Os01g0254950,9.213877452,-0.542146227,0.822047098,-0.6595075,0.509569931,0.727109782,6.853588726,6.885623709,6.668918923,6.910384023,7.001019093,6.767367962
Os01g0255000,665.7699483,-0.100285215,0.163587183,-0.613038337,0.539850991,0.748598438,9.64713278,9.569992679,9.715205307,9.813628477,9.815379502,9.534748651
Os01g0255100,8.680521696,-1.398157019,1.024203717,-1.365116134,0.172216552,0.382470994,6.382921164,6.92249594,6.630703594,7.015314178,6.977114053,6.803814466
Os01g0255700,18.45836857,-0.843024394,0.590135426,-1.428527007,0.153140227,0.355539094,6.999542208,6.885623709,6.969439113,6.938576856,7.200390711,7.24912165
Os01g0256400,422.2060948,0.069321781,0.17767432,0.390162072,0.696416705,0.849561952,9.140450025,9.180093503,9.271322423,8.98472815,9.145162967,9.291726222
Os01g0256500,7906.399435,-1.228845217,0.155094186,-7.923219105,2.31E-15,4.27E-13,12.43505537,12.18331569,12.13401032,13.63281919,13.50420154,13.20286963
Os01g0256600,28.93542374,-0.176121823,0.454588021,-0.38743173,0.698436618,0.850693609,7.128845091,7.23433722,7.218569004,7.201183381,7.342330076,7.181497552
Os01g0256800,186.3018052,0.704400768,0.252487656,2.7898424,0.00527337,0.031705956,8.533405347,8.522137156,8.645328536,7.859011982,8.180236566,8.357984765
Os01g0256900,618.0120027,-0.211557634,0.171434314,-1.234044861,0.217186188,0.441593532,9.445116903,9.423443503,9.655499083,9.849649089,9.552844285,9.627896952
Os01g0257100,16.15281787,1.055863397,0.617973913,1.708588946,0.087527118,0.247800464,7.115688015,7.103548335,7.119167084,6.848669705,6.804552836,6.999945326
Os01g0257300,158.3784065,0.270443617,0.286752251,0.943126396,0.345616256,0.586550489,8.620655429,8.218429624,8.028810497,7.993756674,8.237281869,8.234397162
Os01g0257400,523.2986854,-0.223004621,0.169510305,-1.315581498,0.188314547,0.405069144,9.392833052,9.372142688,9.184551284,9.36399551,9.503109902,9.603504098
Os01g0257900,9.651434212,1.89690084,0.991905017,1.912381536,0.055827274,0.181946356,6.667542939,6.866088037,7.274548954,6.814385704,6.626926636,6.62649732
Os01g0258100,28.72980443,-0.102214914,0.525177137,-0.194629405,0.845683082,0.933309803,7.342360049,7.223370041,7.002487924,7.421181044,7.182873394,7.044950585
Os01g0258600,8.177727848,0.181178092,0.955810891,0.189554329,0.849658379,0.934970867,6.731229274,6.695651005,7.033764727,6.777035476,6.626926636,6.976080643
Os01g0258700,2184.081406,0.072403482,0.165935912,0.43633401,0.66259441,0.827895673,11.32797887,11.35187998,10.98312893,10.9745232,11.11668427,11.36990936
Os01g0259200,728.1055223,0.013125361,0.153509642,0.085501867,0.931862411,0.972717663,9.896481451,9.779102724,9.71377866,9.793214526,9.688086437,9.875342412
Os01g0259300,4.552265102,1.128264762,1.223299976,0.922312421,0.356365637,0.597980139,6.758985684,6.662744367,6.87668196,6.735645681,6.382921164,6.681063439
Os01g0259400,28.53295643,0.17265095,0.537212288,0.3213831,0.747920088,0.880817963,7.237423631,7.427181067,6.986202904,7.333989295,7.023981707,7.181497552
Os01g0259600,940.4889887,-0.120518873,0.1762853,-0.683658097,0.494191089,0.716578478,10.3283926,9.914619362,9.866529841,10.09246027,10.24421383,10.12524497
Os01g0259900,114.8154568,-0.170039383,0.262386687,-0.648048821,0.516953374,0.732951323,7.830010856,7.950785581,8.048882087,8.121633549,8.057427262,7.909790273
Os01g0259933,27.46560736,0.791878326,0.521330386,1.518956785,0.128773374,0.31907017,7.322430964,7.435768501,7.105687561,6.938576856,7.06745629,7.216070545
Os01g0259966,4.389482061,-1.847928792,1.304263829,-1.416836649,0.156530692,0.360390504,6.525405037,6.382921164,6.732910426,6.777035476,6.68158831,6.897506
Os01g0260000,9.80234147,-0.125851384,0.851009689,-0.147884784,0.882433697,0.951073632,6.874321505,6.973318316,6.70254614,7.061401963,6.838068007,6.681063439
