geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hd1,hd2,hd3,c1,c2,c3
Os06g0601000,331.7736136,0.451508441,0.191605989,2.356442215,0.018450938,0.081405109,8.965881896,9.036947352,9.194924352,8.845797722,8.5962386,8.800171628
Os06g0601100,83.77923944,0.029869216,0.327751641,0.091133688,0.927386365,0.97096477,7.69002401,7.727962013,7.911768298,7.525589247,7.755092956,7.97305782
Os06g0601500,35.525351,1.730145937,0.539516092,3.206847697,0.00134198,0.010567166,7.641269603,7.307067197,7.580388036,6.777035476,6.925972853,7.24912165
Os06g0601600,11.35813946,-0.639960768,0.736052239,-0.869450202,0.384600934,0.624789151,6.731229274,6.904399879,6.896637317,7.083232607,6.838068007,6.951156431
Os06g0602400,1238.347656,0.078033625,0.169333846,0.4608271,0.644922657,0.816970052,10.33480415,10.59043448,10.52008368,10.18751317,10.37268262,10.65069412
Os06g0602500,221.404992,0.486550213,0.199528158,2.438504002,0.014748195,0.06883948,8.614387535,8.652270062,8.749574298,8.354786137,8.431951742,8.312328314
Os06g0602600,560.576658,0.248171241,0.176363569,1.407157057,0.159380822,0.364431091,9.458735946,9.530102163,9.742041796,9.375106715,9.529380471,9.237600603
Os06g0602700,1025.117697,-0.302915556,0.1570907,-1.928284461,0.053819754,0.177389188,10.00183708,9.982914064,10.22589394,10.48983261,10.25702592,10.25258396
Os06g0602800,2180.88559,-0.615024683,0.172200339,-3.571564873,0.000354855,0.003610701,11.19225473,10.76419825,10.62480993,11.50213032,11.49270488,11.3594624
Os06g0603000,2827.345199,-0.669991436,0.168875627,-3.967366092,7.27E-05,0.000958341,11.45032196,11.20931479,10.87079074,11.90120426,11.86933534,11.70813085
Os06g0603300,4.524737616,-0.511484031,1.232920444,-0.414855665,0.678247567,0.838116048,6.525405037,6.824330601,6.630703594,6.880522106,6.555561783,6.7269832
Os06g0603400,135.893221,0.066776289,0.23735299,0.281337465,0.778451577,0.896743459,8.225150435,8.08749051,8.088032528,8.135815111,8.013511372,8.144582206
Os06g0603600,286.6713743,0.778408955,0.213869129,3.639650842,0.000273008,0.002907433,9.159481,8.973377147,8.883100775,8.354786137,8.686625185,8.391178343
Os06g0604000,88.1950676,1.04918097,0.292222671,3.590347614,0.000330237,0.003396896,7.996133707,8.073579635,7.977073745,7.585421233,7.411740696,7.633785992
Os06g0604200,2.510352114,1.628633882,1.586253858,1.02671705,0.304553718,0.544790556,6.731229274,6.625349875,6.70254614,6.63264485,6.382921164,6.55525767
Os06g0604300,6.937631608,0.856981665,1.046144953,0.819180614,0.412683374,0.649959191,6.874321505,6.778035539,6.896637317,6.910384023,6.382921164,6.681063439
Os06g0604400,253.441554,0.442924608,0.189616633,2.335895336,0.019496697,0.084753081,8.844572246,8.754446503,8.775114029,8.515552281,8.558272952,8.428842679
Os06g0604500,413.7852479,-0.107235809,0.18092032,-0.59272396,0.553365904,0.758432445,9.161579467,9.180093503,8.98069964,9.185729818,9.326045979,9.044645504
Os06g0604600,135.623656,-0.426201914,0.285382073,-1.493443192,0.135321214,0.32856396,8.041624647,7.881365712,8.058791383,8.121633549,8.514200957,7.97305782
Os06g0605600,425.2113857,0.626692169,0.245727719,2.550351959,0.010761422,0.054688597,9.10377069,9.4922481,9.54572706,8.510329782,8.972748764,9.208243163
Os06g0605900,632.2744636,-0.420096161,0.183963698,-2.283581841,0.022396118,0.09450852,9.413981416,9.4922481,9.431901155,10.06894412,9.612081034,9.627896952
Os06g0606000,1322.324577,-0.442891442,0.143026226,-3.096575044,0.001957703,0.014348462,10.46487971,10.26685482,10.23086433,10.78832939,10.69445475,10.67410491
Os06g0606100,653.1660753,-0.06215556,0.14909399,-0.416888435,0.676760013,0.837225851,9.682257588,9.551722058,9.679100089,9.668633499,9.719448839,9.679698061
Os06g0606700,70.49900005,1.046519605,0.391349877,2.674127851,0.007492388,0.041688917,7.755933356,7.599888013,8.144456018,7.333989295,7.297768909,7.623213068
Os06g0606800,906.4491661,0.621285234,0.162415776,3.825276403,0.000130625,0.001564026,10.28836411,10.12479289,10.46470456,9.673117157,9.737937845,9.890033605
Os06g0606900,202.6105056,-0.414066671,0.250567693,-1.652514198,0.098429773,0.267220203,8.50639384,8.344278563,8.058791383,8.389744191,8.567867961,8.73041026
Os06g0607000,522.525596,-0.113026794,0.169199037,-0.668010858,0.504126662,0.723046494,9.451942958,9.420081333,9.203167241,9.536931137,9.355818617,9.455020779
Os06g0607100,418.7631286,-0.459688271,0.20336486,-2.260411512,0.023795723,0.098675805,9.256784624,8.831431543,8.81116735,9.250754146,9.39802203,9.319389837
Os06g0607200,181.8994889,0.458598002,0.249204029,1.840251154,0.065731373,0.203606742,8.482288872,8.302430923,8.645328536,8.009540722,8.377738272,8.221961786
Os06g0607800,42.75813736,0.225590712,0.437006354,0.516218379,0.605701895,0.791734067,7.470287206,7.364607813,7.4580633,7.164027538,7.217502822,7.612527645
Os06g0607900,41.23679762,-0.266064723,0.405175265,-0.656665759,0.511395856,0.728614535,7.453099827,7.307067197,7.218569004,7.513162154,7.438032716,7.2962073
Os06g0608000,10.68650175,0.946264079,0.751393416,1.259345715,0.207905488,0.429654591,7.060288647,6.845696572,6.986202904,6.848669705,6.804552836,6.767367962
Os06g0608050,10.53961594,-0.008985845,0.819048051,-0.010971084,0.991246517,0.996744582,6.758985684,6.92249594,6.969439113,6.990872439,6.626926636,6.976080643
Os06g0608300,171.4205498,-0.252961939,0.22504022,-1.124074347,0.260981487,0.49450038,8.168497684,8.255127274,8.262591565,8.372385386,8.231072379,8.511002437
Os06g0608401,57.3252177,0.335816323,0.368218238,0.912003505,0.361766873,0.602584189,7.536022924,7.540656513,7.736156314,7.573745999,7.266642424,7.568597472
Os06g0608500,445.3463244,-0.073004835,0.159570943,-0.457507068,0.647306623,0.818403621,9.188573756,9.16400346,9.253604295,9.247725864,9.295623899,9.228858401
Os06g0608600,166.6691303,-0.028381588,0.257737239,-0.110118306,0.91231555,0.963547374,8.319438484,8.465540977,7.987606578,8.312743045,8.344066468,8.209399777
Os06g0608700,687.4283216,0.23197073,0.227045295,1.021693622,0.306925931,0.54719993,9.539387564,9.69719822,10.142866,9.262801715,9.677475764,9.871645745
Os06g0608800,1905.577993,-0.262774279,0.134406204,-1.955075519,0.050574157,0.16985996,10.98138555,10.8332138,10.84645477,11.04393594,11.21811614,11.12513073
Os06g0609450,229.5167097,-0.152597596,0.195120365,-0.782069036,0.434174003,0.669485495,8.492674523,8.492482627,8.552261703,8.541354945,8.699666677,8.583574783
Os06g0609500,359.4187218,-0.097603901,0.176781421,-0.552116284,0.580868686,0.776117323,8.860342819,8.959361644,9.071786758,9.013768083,8.990301357,9.103497481
Os06g0609600,447.8138682,0.284729857,0.160910796,1.769488835,0.076812332,0.226483704,9.336671536,9.36865479,9.313706774,9.140620011,9.179025031,9.051310446
Os06g0609700,118.337382,0.231962212,0.250892975,0.924546461,0.355201874,0.596622435,8.031666861,8.001462038,8.171709964,7.961530083,8.006029687,7.885127212
Os06g0609800,13.24161123,-0.665193177,0.697726003,-0.953373064,0.340401084,0.581085741,6.758985684,6.904399879,6.969439113,7.083232607,7.088119861,6.83727187
Os06g0609900,46.25038853,0.264397794,0.376520601,0.702213354,0.482546119,0.707581504,7.495481483,7.373827422,7.557144698,7.3491521,7.31289241,7.486570488
Os06g0610000,17.35908059,0.130935994,0.657793361,0.199053383,0.842220986,0.931584355,6.831864286,6.939978273,7.285279898,6.990872439,7.06745629,6.999945326
Os06g0610300,10.33744528,-0.026626053,0.823598042,-0.032328941,0.974209729,0.989933576,6.808996385,6.866088037,6.969439113,6.735645681,6.727588199,7.1068974
Os06g0610350,16.0388558,-0.62329912,0.60453933,-1.031031546,0.302526027,0.542690406,6.98333239,6.989265537,6.834024229,7.124825855,7.001019093,7.086900273
Os06g0610500,29.35917125,-0.092422244,0.575007676,-0.160732191,0.872304334,0.946850936,7.030675084,7.129201478,7.422527227,7.525589247,7.001019093,7.086900273
Os06g0610550,4.343121739,1.731712286,1.493780706,1.159281466,0.246341474,0.477642381,6.382921164,6.92249594,6.834024229,6.559612555,6.382921164,6.7269832
Os06g0610800,36.78059004,0.783449099,0.657781898,1.191046913,0.233635169,0.462952125,6.784789717,7.563292097,7.695960341,7.104353611,7.424983571,6.976080643
Os06g0611000,18.67495304,-0.345748552,0.57854438,-0.597618029,0.550094831,0.756255218,7.045658763,6.956903051,7.048817432,6.910384023,7.200390711,7.145193891
Os06g0611100,21.7748951,0.705781211,0.528486811,1.335475544,0.181720754,0.396140113,7.154428712,7.116496551,7.295868898,6.965343406,7.023981707,7.066271116
Os06g0611150,12.841438,0.435032245,0.669304145,0.649976917,0.515707132,0.732116119,7.015312373,7.049033389,6.87668196,6.910384023,6.869208631,6.92502623
Os06g0611200,36.3614821,-0.238865508,0.412334607,-0.57930017,0.562386651,0.764255272,7.259546036,7.336333085,7.241450283,7.461736889,7.342330076,7.24912165
Os06g0611300,20.43702173,-0.618418718,0.589268178,-1.049469054,0.293962291,0.532988662,6.913272372,7.090343399,7.018331078,7.253654225,6.8984056,7.265130717
Os06g0611900,1425.11474,0.645398532,0.165022027,3.910984139,9.19E-05,0.001159669,10.91950979,10.7778802,10.97547385,10.06894412,10.29892211,10.53570192
Os06g0612001,3.382241926,-1.368107889,1.256183166,-1.089099047,0.27611021,0.511626549,6.629510507,6.58094087,6.585317405,6.777035476,6.727588199,6.681063439
Os06g0612200,543.8275409,-0.09976365,0.163111736,-0.611627662,0.540784132,0.748960154,9.36593987,9.365158166,9.503287471,9.599611637,9.371794589,9.49424214
Os06g0612300,18.34277984,0.093010336,0.665937049,0.13966836,0.888922026,0.953325342,7.22611924,6.885623709,7.033764727,6.990872439,6.804552836,7.24912165
Os06g0612800,26216.19406,-0.081421622,0.145146314,-0.560962382,0.574823182,0.771741912,14.55627179,14.4755929,14.87535818,14.83748849,14.65086492,14.68636175
Os06g0612900,165.9199905,1.580532092,0.312816121,5.052591552,4.36E-07,1.19E-05,8.457726203,8.687207909,8.749574298,7.364047184,7.998499752,7.842776133
Os06g0613000,338.6878852,0.87980647,0.240162264,3.663383473,0.000248905,0.002691015,9.03426044,9.074152773,9.488293102,8.576642724,8.3268885,8.839577107
Os06g0613200,96.75909163,0.750806608,0.281020567,2.671714092,0.007546492,0.041889895,8.001276487,8.082871559,8.008390167,7.77542008,7.524508672,7.72432486
Os06g0613400,9.170543649,-0.168599291,0.918715133,-0.183516397,0.854392854,0.937282532,6.629510507,6.845696572,6.986202904,6.880522106,6.626926636,7.022869307
Os06g0613500,119.7925165,-0.142613821,0.253282061,-0.563063253,0.573391813,0.770943625,7.980567488,8.021129771,7.950313801,8.184183806,8.057427262,7.917893151
Os06g0614000,1.802769092,1.004727968,2.097421146,0.479030151,0.631917179,0.808144182,6.382921164,6.695651005,6.668918923,6.382921164,6.68158831,6.382921164
Os06g0614100,84.23534828,0.835040308,0.306025768,2.728660119,0.006359221,0.036823123,8.094944438,7.913934157,7.812263597,7.461736889,7.614577152,7.644249346
Os06g0614300,411.7469643,0.170989185,0.213628114,0.800405815,0.423475713,0.65993907,9.40344718,9.203883272,8.98311252,9.330121469,8.947789641,8.926074504
Os06g0614550,4.076978905,0.336932233,1.300632949,0.259052513,0.795594724,0.906305233,6.808996385,6.752660279,6.526095549,6.559612555,6.555561783,6.83727187
Os06g0617800,1448.208091,-1.449499314,0.191762291,-7.558833962,4.07E-14,5.76E-12,10.01676021,9.996412154,9.548939212,11.40001622,11.13678329,10.89025257
Os06g0618100,307.3878317,-0.232759276,0.197219193,-1.180206006,0.237918291,0.468252582,8.72000719,8.588815164,8.946463654,8.924726976,8.926026108,8.911422249
Os06g0618150,232.5371597,0.248206648,0.201119138,1.23412745,0.217155416,0.441566005,8.595402835,8.69007831,8.66684209,8.434912366,8.62400981,8.407456236
Os06g0618300,455.0684468,-0.388341204,0.166692595,-2.329684793,0.019822817,0.085782813,9.178253558,9.050194081,9.064990799,9.479054828,9.41352568,9.280505074
Os06g0618600,270.5653954,0.076813487,0.185291736,0.414554306,0.678468204,0.838116048,8.666739815,8.732407899,8.824780767,8.704526198,8.673454445,8.696277923
Os06g0618700,41.11851452,0.997640447,0.427622853,2.332991419,0.019648596,0.085201551,7.582512123,7.400909991,7.572701586,7.104353611,7.370769703,7.086900273
Os06g0619000,43.20615676,0.745446561,0.410951109,1.813954375,0.06968475,0.212081114,7.461733899,7.695771861,7.356680053,7.201183381,7.342330076,7.24912165
Os06g0620000,12.75245425,-0.436577693,0.748771494,-0.583058645,0.559853822,0.762494879,6.731229274,6.824330601,7.077878741,7.104353611,6.977114053,6.83727187
Os06g0620200,2.760226515,-0.938344544,1.505985125,-0.6230769,0.533233989,0.743988535,6.382921164,6.58094087,6.70254614,6.63264485,6.768043181,6.62649732
Os06g0620600,321.0607519,0.464145922,0.186456693,2.489296121,0.012799631,0.061962014,9.129762844,9.012324253,8.968570879,8.825324453,8.716858931,8.592953983
Os06g0620700,2.789456023,0.787555696,1.48229266,0.531309179,0.595204546,0.78557459,6.701009608,6.58094087,6.732910426,6.688578945,6.626926636,6.382921164
Os06g0621500,193.1003093,-0.351219857,0.251988522,-1.393793076,0.1633801,0.370099422,8.362143871,8.145972959,8.370468792,8.306620672,8.383264437,8.784080642
Os06g0621550,24.6007294,0.82881217,0.539049983,1.537542337,0.124160556,0.311494619,7.102269594,7.297075056,7.346848165,6.938576856,6.952147546,7.198986274
Os06g0621800,32.84711578,-0.333152395,0.479549877,-0.694718967,0.487231439,0.711276844,7.332455132,7.23433722,7.077878741,7.500569362,7.108150235,7.311306674
Os06g0622000,151.657709,0.125700638,0.2640594,0.476031674,0.634051813,0.809845451,8.27113524,8.078234654,8.351175687,8.383984188,8.120396796,7.965337545
Os06g0622300,1181.797234,-0.226101174,0.133635949,-1.691918795,0.090661458,0.253521612,10.32471592,10.2350115,10.30436066,10.5235003,10.45151352,10.48843465
Os06g0622500,328.9425568,-0.108901658,0.211381354,-0.515190466,0.606419931,0.79223258,8.757196067,9.050194081,8.789095389,9.04220494,8.699666677,9.074386305
Os06g0622700,1139.219022,-0.020008143,0.157700701,-0.126874151,0.899040006,0.957165499,10.28836411,10.28343019,10.43231729,10.28101804,10.19918267,10.55647411
Os06g0622800,352.2781236,-0.215358682,0.185567511,-1.160540882,0.245828659,0.476970145,8.939022689,9.030275711,8.717682085,9.052718577,9.048350204,9.067832646
Os06g0622900,7.554876377,-0.72894551,0.90234211,-0.807837185,0.419184316,0.655844155,6.784789717,6.695651005,6.786726269,7.038790511,6.727588199,6.767367962
Os06g0623200,48.36162197,0.070220514,0.382884049,0.183398902,0.854485038,0.9373034,7.495481483,7.501698418,7.404215087,7.63079262,7.356669028,7.311306674
Os06g0623300,352.3137119,-0.016804081,0.170075377,-0.098803728,0.921294109,0.968207626,8.901520884,9.014581092,9.007009936,8.999325175,8.976277373,8.986645601
Os06g0623600,381.6560563,-0.713318725,0.173416206,-4.11333371,3.90E-05,0.00057068,8.790631018,8.805379896,8.749574298,9.432035104,9.235631699,9.220060786
Os06g0624200,236.9632452,-0.223431452,0.234861041,-0.951334676,0.34143451,0.582151746,8.669755803,8.49913132,8.366633575,8.757635702,8.807656779,8.380209817
Os06g0624700,10.89973366,3.292177011,1.004808368,3.276422765,0.001051311,0.008743178,6.949441424,6.939978273,7.285279898,6.559612555,6.727588199,6.382921164
Os06g0624850,3.228275687,-2.808772393,1.475777798,-1.903248847,0.057008082,0.184734229,6.584342066,6.522997152,6.382921164,6.735645681,6.727588199,6.803814466
Os06g0624900,410.08586,-0.520428491,0.176590472,-2.947092703,0.00320777,0.021282417,8.996957719,8.923679112,8.883100775,9.358406596,9.436463976,9.150690079
Os06g0625400,10320.83766,0.326013408,0.180167878,1.809497962,0.070373676,0.213470429,13.7354218,13.59835738,13.12020298,12.91063173,13.26106882,13.35263035
Os06g0625500,2192.882197,-0.705532149,0.156515387,-4.507749453,6.55E-06,0.000123078,10.86688216,10.91683435,10.72240861,11.73441458,11.38635709,11.32497656
Os06g0625700,44.11561594,1.405390275,0.426649794,3.294013722,0.000987677,0.008294737,7.461733899,7.648959632,7.702767658,7.015314178,7.31289241,7.086900273
Os06g0625800,61.68476055,0.392389899,0.344853257,1.137845999,0.255184793,0.488502722,7.669412201,7.813232757,7.475323326,7.487805059,7.536235465,7.49873261
Os06g0625900,828.0212472,0.408456265,0.148425735,2.751923471,0.005924636,0.034834089,10.05617761,10.11555528,10.15652105,9.639137542,9.811509411,9.837935302
Os06g0626200,272.7975264,-0.505789616,0.1962173,-2.577701434,0.009945989,0.051577835,8.617525208,8.525390721,8.490979669,9.010171618,8.725372619,8.900328421
Os06g0626466,6.343255702,-0.850801636,1.059560069,-0.802976312,0.421988426,0.658743113,6.667542939,6.866088037,6.526095549,6.965343406,6.68158831,6.803814466
Os06g0626600,7.779098176,-0.689971508,0.943463359,-0.731317757,0.464585087,0.694612554,6.853588726,6.625349875,6.786726269,6.63264485,6.869208631,7.022869307
Os06g0626700,5.4986435,-1.262688396,1.241191769,-1.017319343,0.309001538,0.549424458,6.808996385,6.625349875,6.382921164,6.938576856,6.869208631,6.55525767
Os06g0627001,5.985489983,-1.775180148,1.030494643,-1.722648595,0.084952092,0.24308964,6.731229274,6.522997152,6.630703594,6.777035476,6.925972853,6.868359006
Os06g0627100,2.458967423,0.536540337,1.778790277,0.301632151,0.762932496,0.889110128,6.382921164,6.801840916,6.585317405,6.559612555,6.382921164,6.7269832
Os06g0627400,23.52710501,-0.004475984,0.53365367,-0.008387432,0.993307876,0.997627853,7.102269594,7.090343399,7.218569004,7.236562382,7.217502822,6.92502623
Os06g0627500,10.2752444,-1.59901529,0.770836718,-2.074389106,0.038043188,0.138384528,6.731229274,6.801840916,6.668918923,7.104353611,6.925972853,6.951156431
Os06g0630300,351.6832429,-0.105026512,0.178076747,-0.589782292,0.555336616,0.759508412,8.812467394,8.947571025,9.053588976,9.024501159,9.028142003,8.997061074
Os06g0631300,548.060426,-0.356542853,0.192794942,-1.849337168,0.064409142,0.200748746,9.531366654,9.318886809,9.05129721,9.723682197,9.466475827,9.583227561
Os06g0631800,51.48520701,0.467144068,0.397961221,1.173843186,0.240457842,0.470912586,7.74952426,7.336333085,7.580388036,7.3491521,7.31289241,7.522593957
Os06g0632200,365.2162463,-0.516473262,0.209557788,-2.464586338,0.013717151,0.065269186,8.804320233,8.961707582,8.678980568,9.426712,9.157572612,8.951342289
Os06g0632400,5.062909144,-0.601230599,1.058784561,-0.567849798,0.570136963,0.768793779,6.731229274,6.752660279,6.585317405,6.848669705,6.768043181,6.681063439
Os06g0632500,14.64141152,-0.008851785,0.771313478,-0.011476248,0.99084348,0.996599901,7.154428712,6.866088037,6.87668196,7.124825855,7.06745629,6.62649732
Os06g0632700,4.796870805,0.383076844,1.373441371,0.278917508,0.780308132,0.897953619,6.784789717,6.662744367,6.786726269,6.938576856,6.382921164,6.382921164
Os06g0633100,11.36294721,0.611372157,0.749319629,0.815903032,0.414555598,0.651786101,6.913272372,7.004780807,6.969439113,7.015314178,6.727588199,6.767367962
Os06g0633300,293.3819813,0.583215663,0.189385152,3.079521581,0.002073333,0.015053846,8.956176032,8.991843468,8.99272166,8.429352706,8.637679074,8.670091621
Os06g0633375,92.83119421,-0.886122663,0.265893626,-3.332620923,0.000860321,0.007424722,7.619638221,7.607047122,7.632583726,8.001675404,8.035674022,8.040326683
Os06g0633450,16.86968716,-2.235134792,0.706737849,-3.162608023,0.001563627,0.011927603,6.784789717,6.824330601,6.668918923,7.461736889,7.127598745,6.92502623
Os06g0633500,170.4303827,-0.098715661,0.232457608,-0.424660916,0.671083879,0.833057928,8.254609957,8.145972959,8.400741261,8.281827753,8.458222009,8.234397162
Os06g0633800,10999.78524,-0.143949569,0.119901484,-1.200565375,0.229919839,0.458711831,13.45261185,13.31910118,13.34740244,13.49817782,13.47841834,13.56977546
Os06g0633900,54.16392676,-0.376335417,0.33845187,-1.111931858,0.26616745,0.500698081,7.487159178,7.435768501,7.404215087,7.652731966,7.581765794,7.510738749
Os06g0634000,43.53733948,-0.974981612,0.398336227,-2.447634804,0.014379732,0.067588701,7.302009003,7.223370041,7.145351846,7.715868285,7.476087962,7.436250426
Os06g0634100,65.62578369,0.154901246,0.381879795,0.405628285,0.685015743,0.842699098,7.882461736,7.655779253,7.356680053,7.726028679,7.547820372,7.486570488
Os06g0634300,549.1894588,-0.129000524,0.176520577,-0.730795955,0.464903794,0.694897255,9.439975462,9.453345424,9.340022545,9.734439408,9.39802203,9.381008321
Os06g0634500,92.77235726,1.366062961,0.322086085,4.241297673,2.22E-05,0.000353899,8.026656193,8.08749051,8.193965255,7.573745999,7.234234358,7.623213068
Os06g0634600,1169.29757,-0.353404412,0.165623372,-2.133783462,0.03286051,0.124777311,10.17340924,10.14208017,10.32029613,10.71150575,10.56789344,10.26105842
Os06g0634700,20.57253428,-0.786468401,0.613257605,-1.28244378,0.199687015,0.419400429,6.966646194,6.939978273,7.063514556,6.848669705,7.370769703,7.216070545
Os06g0635200,24.43253382,-0.331309438,0.643003385,-0.515253023,0.606376221,0.79223258,7.191150617,6.973318316,7.145351846,7.286756657,7.398296365,6.7269832
Os06g0635500,287.4192433,-0.690299565,0.211155644,-3.269150431,0.001078709,0.00891318,8.666739815,8.444959165,8.444846336,9.156900125,9.011071261,8.771884609
Os06g0635700,5.089702125,1.697539319,1.224114369,1.386748953,0.165518328,0.372841856,6.949441424,6.824330601,6.630703594,6.382921164,6.626926636,6.7269832
Os06g0636100,4.053828287,-1.262596918,1.403164956,-0.899820732,0.36821566,0.608264448,6.382921164,6.778035539,6.526095549,6.880522106,6.768043181,6.55525767
Os06g0636600,76.05207974,-0.190966456,0.347943533,-0.54884324,0.583113033,0.777446618,7.536022924,7.555805623,7.883411336,7.63079262,7.646345607,7.949740062
Os06g0636700,26.14170132,1.374861749,0.52062633,2.640784125,0.00827144,0.044763025,7.179116621,7.336333085,7.466733905,6.965343406,6.8984056,7.066271116
Os06g0636800,5.772863726,0.457290432,1.015708783,0.450218054,0.652553219,0.820873442,6.758985684,6.904399879,6.668918923,6.777035476,6.626926636,6.767367962
Os06g0637400,30.84087704,0.027204755,0.551244634,0.04935151,0.960639171,0.984381423,7.291602706,7.32669247,7.119167084,7.015314178,7.559267702,7.022869307
Os06g0637500,503.4589981,-0.397527845,0.162959181,-2.439432024,0.01471037,0.068756623,9.285844595,9.209767436,9.109675716,9.514566872,9.589591418,9.424867826
Os06g0637800,75.00491001,-0.266414709,0.323469523,-0.823616106,0.410157721,0.647865919,7.582512123,7.509619329,7.818370891,7.859011982,7.656717367,7.752839873
Os06g0638000,1156.637068,-0.032103478,0.193644004,-0.16578607,0.868325309,0.944420291,10.60470673,10.45004013,9.905711592,10.36740759,10.35691058,10.41067484
Os06g0638100,277.2441389,-0.45083655,0.186503594,-2.417307576,0.015635799,0.071979172,8.601761553,8.573244904,8.568785582,8.770589961,8.888961023,8.983156066
Os06g0638200,160.759775,0.368190229,0.239512448,1.537248822,0.124232389,0.311594769,8.418155473,8.271095252,8.362786736,8.128745156,8.303613952,7.97305782
Os06g0638300,65.28308365,1.091726615,0.321037307,3.400622264,0.000672327,0.006082989,7.762304234,7.830663713,7.842465997,7.421181044,7.31289241,7.409999231
Os06g0638400,7.870406841,2.198067442,0.992873627,2.21384412,0.026839504,0.107836245,6.731229274,6.973318316,7.077878741,6.559612555,6.68158831,6.681063439
Os06g0638500,45.83073708,1.22892423,0.416970758,2.947267179,0.003205961,0.021275921,7.551768479,7.501698418,7.762128876,7.061401963,7.356669028,7.145193891
Os06g0638700,28.23565869,-0.002761574,0.551453807,-0.005007807,0.996004365,0.998407952,7.342360049,7.24514931,7.002487924,7.182842882,6.952147546,7.423221512
Os06g0638900,237.5545862,-0.268420071,0.209155071,-1.283354358,0.199367957,0.419137548,8.663716951,8.362851096,8.469892019,8.753289629,8.600908014,8.67449202
Os06g0639100,3007.926802,-0.380011718,0.13767624,-2.760183735,0.005776886,0.034145595,11.54666027,11.42275849,11.34335362,11.93717075,11.69015858,11.76264405
Os06g0639300,14.92931622,0.612419396,0.677822441,0.903510062,0.36625525,0.606551078,6.874321505,7.090343399,7.145351846,7.038790511,6.925972853,6.767367962
Os06g0639500,1371.025922,-0.014267295,0.149770308,-0.095261168,0.924107386,0.969234693,10.56323691,10.5882161,10.57652395,10.7308338,10.63801052,10.37471164
Os06g0639600,139.8184355,-0.126617199,0.244138914,-0.518627681,0.604020402,0.791158319,8.075830901,8.078234654,8.158159358,8.300468291,7.998499752,8.203070362
Os06g0641500,17.83777003,1.867616817,0.701346679,2.662901065,0.007747019,0.042826723,6.931669201,7.255812127,7.366399333,6.777035476,6.952147546,6.681063439
Os06g0641866,19.67982568,1.394226275,0.70198894,1.986108605,0.047021266,0.16111606,7.191150617,6.904399879,7.449309487,6.735645681,6.804552836,7.086900273
Os06g0641932,10.41531144,-0.506051785,0.766976714,-0.659800715,0.509381724,0.727033289,6.731229274,6.904399879,6.87668196,7.061401963,6.804552836,6.897506
Os06g0642500,51.07030674,-0.677222529,0.387055869,-1.749676427,0.080174164,0.23368247,7.511907308,7.345863687,7.170590085,7.684781534,7.614577152,7.486570488
Os06g0642650,31.27353328,1.067387772,0.458764312,2.326658252,0.019983462,0.08630309,7.332455132,7.345863687,7.483833506,7.061401963,7.001019093,7.181497552
Os06g0642900,1765.647549,0.233320161,0.151934265,1.53566519,0.124620517,0.312166536,10.8168317,11.21936665,10.98488971,10.74357611,10.8270348,10.83565527
Os06g0643000,3.479923962,-0.42842881,1.625598475,-0.263551434,0.792125585,0.904686154,6.784789717,6.58094087,6.526095549,6.382921164,6.925972853,6.382921164
Os06g0643100,622.0200228,0.255117159,0.153608231,1.660829998,0.096747595,0.264563886,9.660407154,9.636472028,9.815649186,9.50954835,9.522264319,9.469857534
Os06g0643300,2226.100064,-0.186696132,0.142689006,-1.308412876,0.190733308,0.407804122,11.20825921,11.04514712,11.14146124,11.38790984,11.39856885,11.11817331
Os06g0643500,39.76691888,2.483053936,0.569752032,4.358130904,1.31E-05,0.000224527,7.511907308,7.364607813,7.950313801,6.777035476,6.768043181,7.145193891
Os06g0643600,502.2768324,0.106401171,0.157184102,0.676920688,0.498456277,0.719060083,9.371360055,9.377358268,9.461234531,9.327261168,9.258792107,9.375756797
Os06g0643700,289.1628321,-0.600014115,0.227861996,-2.633234709,0.008457588,0.045527054,8.77957835,8.531873562,8.343375406,8.766285772,8.976277373,9.141379766
Os06g0643800,346.8839002,0.34388018,0.200051913,1.718954716,0.085622618,0.244392151,9.118992255,8.849372824,9.249636075,8.726912413,8.877641157,8.900328421
Os06g0643900,2356.67306,-0.082466229,0.133155005,-0.619325042,0.535702251,0.745994499,11.34752559,11.30815344,11.11545015,11.32650731,11.32638878,11.36011756
Os06g0644100,2408.222403,-0.02965412,0.140944007,-0.210396456,0.833358259,0.927364303,11.33117903,11.12779325,11.46599937,11.35857022,11.3331022,11.33634191
Os06g0644200,2.279744802,4.352698796,1.925183353,2.260926883,0.023763785,0.098559318,6.629510507,6.778035539,6.732910426,6.382921164,6.382921164,6.382921164
Os06g0644350,8.546812857,0.016182459,0.86038676,0.018808355,0.984993989,0.994087875,6.949441424,6.866088037,6.668918923,6.848669705,6.925972853,6.7269832
Os06g0644400,16.42757378,0.549269446,0.713320236,0.770018035,0.441289195,0.675655448,7.115688015,7.223370041,6.811047944,6.965343406,6.727588199,7.1068974
Os06g0644466,190.5873953,0.145044037,0.221268347,0.655511912,0.51213822,0.729352912,8.553302723,8.399200558,8.355057872,8.412527601,8.426632618,8.203070362
Os06g0644500,326.3766105,0.231101404,0.175581139,1.316208599,0.188104038,0.404786241,9.045712355,8.984947812,8.911345111,8.861955783,8.775346486,8.820018402
